"CUST_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","CREDIT_BALANCE","BANK_FUNDS","CHECKING_AMOUNT","MONEY_MONTLY_OVERDRAWN","T_AMOUNT_AUTOM_PAYMENTS","MONTHLY_CHECKS_WRITTEN","MORTGAGE_AMOUNT","N_TRANS_ATM","N_MORTGAGES","N_TRANS_TELLER","CREDIT_CARD_LIMITS","N_TRANS_KIOSK","N_TRANS_WEB_BANK","LTV","LTV_BIN"
"CU7670","ANGEL","FAULK","NY","NorthEast","M","PROF-12","No",42,0,70036,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,700,0,1,0,2500,1,700,30209,"VERY HIGH"
"CU7698","AUGUSTUS","GASKINS","NV","Southwest","M","Programmer/Developer","Yes",23,0,69400,2,1,0,2,"SINGLE",0,600,31,53.29,185,18,0,3,0,2,1000,1,0,16650,"MEDIUM"
"CU10820","VERNITA","COURTNEY","CA","West","F","PROF-2","No",61,0,66878,6,1,1,4,"MARRIED",0,0,25,53.18,0,3,1100,3,1,0,800,1,1100,22819.5,"HIGH"
"CU13736","ERIC","BRISCOE","CA","West","M","Cashier","No",43,0,60765,3,1,1,3,"MARRIED",0,0,25,53.04,225,13,700,2,1,0,700,1,700,24991.25,"HIGH"
"CU13530","EDWARDO","WOODS","NY","NorthEast","M","Lab Technician","No",43,0,63760,3,1,1,3,"MARRIED",0,0,25,53.06,0,0,800,0,1,0,600,1,800,25740,"HIGH"
"CU13531","LEKISHA","MUNIZ","FL","South","F","Programmer/Developer","Yes",32,0,59700,3,1,0,4,"SINGLE",0,540,25,53.45,262,0,0,4,0,2,600,1,0,14125,"MEDIUM"
"CU13532","STUART","PURVIS","NY","NorthEast","M","Programmer/Developer","No",23,1,69103,3,1,0,3,"SINGLE",0,250,4523,53.92,4619,9,0,4,0,2,1000,1,0,10075.75,"LOW"
"CU13533","FREDDY","PAYNE","NY","NorthEast","M","Programmer/Developer","Yes",21,0,59867,3,1,0,3,"SINGLE",0,500,25,53.69,202,4,0,4,0,2,1000,1,0,12566.75,"LOW"
"CU13534","HILARIO","MADRID","NY","NorthEast","M","Programmer/Developer","No",26,0,64037,3,1,0,3,"SINGLE",0,500,6642,53.46,6651,16,0,4,0,2,1000,2,0,14109.25,"MEDIUM"
"CU11809","ROSARIO","BOND","DC","NorthEast","M","Programmer/Developer","Yes",23,1,69856,3,1,1,3,"SINGLE",0,500,25,53.43,252,1,321,4,1,2,1000,4,321,20264,"MEDIUM"
"CU11810","REINALDO","CULVER","NY","NorthEast","M","Programmer/Developer","No",23,0,59527,3,1,1,3,"SINGLE",0,700,796,53.16,811,3,509,2,1,3,1000,4,509,22681.75,"HIGH"
"CU11811","TYISHA","MELTON","NY","NorthEast","F","Dentist","No",37,0,68838,6,1,1,4,"MARRIED",0,400,25,53.12,225,1,700,2,1,2,700,4,700,20909.5,"MEDIUM"
"CU11812","TYRON","GUTHRIE","FL","South","M","Programmer/Developer","Yes",24,0,62530,1,1,1,1,"SINGLE",0,650,25,53.66,224,14,500,4,1,2,1000,2,500,26532.5,"HIGH"
"CU11814","CORTEZ","ALFARO","CA","West","M","Programmer/Developer","No",19,0,61142,3,1,0,3,"SINGLE",0,300,25,53.1,830,1,0,2,0,2,1000,4,0,12685.5,"LOW"
"CU11815","CLEO","BLUE","CA","West","M","Programmer/Developer","No",23,0,63070,3,0,0,3,"SINGLE",0,0,25,53.75,0,0,0,4,0,1,1000,4,0,13567.5,"LOW"
"CU11816","DONOVAN","MOSELEY","UT","Southwest","M","PROF-22","No",55,0,67154,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,700,4,0,23288.5,"HIGH"
"CU11817","NUMBERS","ODOM","MI","Midwest","M","Programmer/Developer","No",37,0,62244,3,0,0,3,"SINGLE",0,0,25,53.76,0,0,0,4,0,1,700,4,0,14761,"MEDIUM"
"CU11818","JOSEPH","BROCK","NY","NorthEast","F","First-line Manager","No",42,0,71531,5,1,1,5,"DIVORCED",0,401,25,53.6,425,1,2100,4,1,2,1000,4,1,24582.75,"HIGH"
"CU7813","SHANTE","MCCLOUD","NC","South","F","Fireman","No",29,1,74362,1,1,1,1,"DIVORCED",0,0,25,53.53,0,7,3000,4,1,1,1500,1,3000,24990.5,"HIGH"
"CU7872","CRISTOPHER","CARTWRIGHT","MI","Midwest","M","Construction Laborer","No",46,0,58225,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,800,1,0,20156.25,"MEDIUM"
"CU7908","YELENA","MOFFETT","CA","West","F","Programmer/Developer","No",34,0,60600,5,1,0,5,"SINGLE",0,550,52,53.11,169,11,0,2,0,2,700,7,0,11050,"LOW"
"CU7937","LEANN","GRAYSON","IL","Midwest","F","Veterinarian","No",24,0,57408,5,1,1,5,"SINGLE",0,700,1769,53.07,1784,11,650,1,1,3,1000,1,650,19252,"MEDIUM"
"CU7970","JANNET","LEDBETTER","MI","Midwest","F","Publisher","No",42,0,68131,1,1,1,1,"DIVORCED",0,0,25,53.06,0,0,4348,0,1,1,3500,1,4348,29732.75,"HIGH"
"CU2804","RONALD","LAIRD","MN","West","M","PROF-11","No",43,0,58370,0,1,0,2,"SINGLE",0,0,25,53.07,515,4,0,1,0,0,900,2,0,19892.5,"MEDIUM"
"CU15390","MORRIS","BLAKE","NY","NorthEast","M","Programmer/Developer","No",23,0,59081,3,1,1,3,"MARRIED",0,0,196,53.18,206,1,900,3,1,1,1000,4,900,22570.25,"HIGH"
"CU15392","STEPHAN","HOPE","CA","West","M","Programmer/Developer","No",28,0,66653,1,1,0,1,"SINGLE",0,700,597,53.34,606,3,0,3,0,3,1000,2,0,17963.25,"MEDIUM"
"CU15393","NOBLE","KIM","NY","NorthEast","M","Clerical","No",34,1,68871,3,1,1,3,"DIVORCED",0,3400,2194,53.51,2206,14,3000,4,1,1,1000,4,1000,21117.75,"MEDIUM"
"CU15394","PETE","MIXON","NY","NorthEast","M","Programmer/Developer","Yes",22,0,68797,3,1,0,3,"SINGLE",0,550,25,53.24,181,18,0,3,0,2,1000,4,0,14899.25,"MEDIUM"
"CU15395","TOMMIE","HORN","NY","NorthEast","M","PROF-42","No",32,0,60357,3,1,1,3,"MARRIED",0,0,93,53.09,104,1,750,1,1,1,700,4,750,23789.25,"HIGH"
"CU15396","RICH","KENDRICK","CA","West","M","Cashier","No",40,0,66693,1,1,1,1,"MARRIED",0,1150,25,53.45,165,6,1080,4,1,3,700,4,1080,29173.25,"HIGH"
"CU15398","KERMIT","NICHOLS","DC","NorthEast","M","DBA","Yes",30,1,57052,4,1,1,4,"MARRIED",0,1050,25,54.18,428,2,1100,5,1,3,1000,4,1100,16263,"MEDIUM"
"CU15400","WILLIAMS","MYERS","NY","NorthEast","M","Nurse","No",27,0,63498,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,120,0,1,0,1000,4,120,24074.5,"HIGH"
"CU15402","LINDSAY","BARTLETT","MI","Midwest","F","PROF-6","Yes",42,0,69271,5,1,1,5,"DIVORCED",0,1300,25,53.8,227,11,2000,4,1,2,1000,8,250,24017.75,"HIGH"
"CU15799","REGINALD","JENKINS","UT","Southwest","M","PROF-28","No",47,0,80701,3,0,0,3,"SINGLE",0,0,25,53.05,0,0,0,2,0,0,2500,5,0,20375.25,"MEDIUM"
"CU15800","GRANT","SWAIN","UT","Southwest","M","Programmer/Developer","No",26,0,54879,1,1,1,1,"MARRIED",0,500,25,52.97,184,4,1406,2,1,2,2500,5,1406,24819.75,"HIGH"
"CU14816","WOODROW","HARDING","CA","West","M","First-line Manager","Yes",37,0,61932,1,1,1,1,"MARRIED",0,500,25,53.63,118,5,1500,4,1,2,1000,1,1500,27683,"HIGH"
"CU14825","GALEN","STANLEY","OR","West","M","Programmer/Developer","Yes",23,0,67961,3,1,0,3,"SINGLE",0,550,350,53.08,442,2,0,1,0,2,1000,1,0,14790.25,"MEDIUM"
"CU14833","ERICH","LAND","CA","West","M","Waiter/Waitress","No",23,1,60405,3,1,1,3,"SINGLE",0,401,89,53.05,103,11,600,2,1,2,1000,1,600,17901.25,"MEDIUM"
"CU14861","EMMANUEL","MCGRAW","NY","NorthEast","M","Programmer/Developer","No",19,0,70240,3,0,0,3,"SINGLE",0,500,25,53.2,0,4,0,3,0,2,1000,2,0,14960,"MEDIUM"
"CU14869","MONROE","DECKER","IL","Midwest","M","Programmer/Developer","No",31,0,61612,1,1,1,1,"MARRIED",0,251,25,53.3,0,0,1500,3,1,2,1500,1,1500,27003,"HIGH"
"CU14878","CESAR","ZAMORA","CA","West","M","Programmer/Developer","Yes",27,0,59750,3,1,0,3,"SINGLE",0,500,25,53.42,125,2,0,4,0,2,1000,1,0,13137.5,"LOW"
"CU14886","IRWIN","SHEPPARD","IL","Midwest","M","PROF-6","Yes",21,0,70458,3,1,0,3,"SINGLE",0,500,25,53.23,125,2,0,3,0,2,1000,1,0,15214.5,"MEDIUM"
"CU12706","FRANCESCO","PRINGLE","DC","NorthEast","M","First-line Manager","Yes",22,1,60838,3,1,1,3,"MARRIED",0,800,25,54.21,169,3,1220,5,1,3,1500,1,1220,17909.5,"MEDIUM"
"CU12707","FLORENTINO","AVALOS","NY","NorthEast","M","Programmer/Developer","No",25,1,62206,3,1,0,3,"SINGLE",0,250,310,53.07,397,16,0,1,0,2,1000,3,0,8551.5,"LOW"
"CU6826","BOYCE","TEAGUE","CA","West","M","PROF-1","Yes",46,0,65511,3,1,1,3,"MARRIED",0,650,25,53.55,0,1,1101,4,1,2,500,1,1101,26477.75,"HIGH"
"CU6827","DEADRA","MACDONALD","MI","Midwest","F","Mason","No",37,1,60983,1,1,1,1,"MARRIED",0,1000,4016,53.45,6798,17,1450,4,1,3,500,1,1450,22445.75,"HIGH"
"CU6828","ROGELIO","HYDE","FL","South","M","Veterinarian","No",31,0,73162,3,1,2,3,"MARRIED",834,601,9876,54.51,12328,16,850,5,2,3,1500,1,850,36890.5,"VERY HIGH"
"CU6830","MALIK","ADAMSON","CA","West","M","Not specified","Yes",45,1,71702,3,1,1,4,"DIVORCED",26091,2001,25,53.96,27193,13,2000,5,1,2,1000,1,1,23425.5,"HIGH"
"CU8052","PHILLIP","LOWERY","NY","NorthEast","M","Programmer/Developer","No",23,1,64448,3,1,1,3,"SINGLE",88075,250,25,56.44,89344,4,300,6,1,2,1000,3,300,18912,"MEDIUM"
"CU8053","ANTONE","GRANTHAM","CA","West","M","PROF-22","No",26,0,58162,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,173,0,1,0,1000,1,173,22640.5,"HIGH"
"CU8055","LORETTA","HOBBS","NY","NorthEast","F","PROF-24","No",27,1,70737,1,1,1,1,"DIVORCED",0,1450,25,53.97,1146,3,3000,5,1,3,1000,1,450,23884.25,"HIGH"
"CU8056","VALENTINE","VILLEGAS","CA","West","M","Construction Laborer","No",39,0,63218,0,0,0,2,"SINGLE",0,0,25,53.05,0,3,0,2,0,0,700,1,0,20704.5,"MEDIUM"
"CU8057","PORTER","DENNY","CA","West","M","Waiter/Waitress","No",24,1,57781,3,1,1,3,"MARRIED",0,0,1907,53.3,1994,9,1665,3,1,1,1000,1,1665,17345.25,"MEDIUM"
"CU8058","JOHNETTE","HERNANDEZ","CA","West","F","PROF-61","Yes",34,1,61566,1,1,1,1,"MARRIED",0,500,34,53.81,216,11,850,4,1,2,700,1,850,22291.5,"HIGH"
"CU8059","WILLARD","REGAN","DC","NorthEast","M","Programmer/Developer","No",21,1,64749,3,1,1,3,"MARRIED",0,600,25,53.07,0,9,1000,1,1,2,1000,3,1000,18787.25,"MEDIUM"
"CU8060","DONNETTE","LILES","OR","West","F","Not specified","No",67,0,89253,1,1,1,1,"WIDOWED",172367,13500,25,54.99,175992,1,5000,5,1,1,3500,1,2000,37513.25,"VERY HIGH"
"CU8061","WILL","BOWLING","CA","West","M","Programmer/Developer","No",20,0,57310,3,1,1,3,"SINGLE",0,0,25,53.17,0,1,112,2,1,1,1000,1,112,21827.5,"MEDIUM"
"CU8095","WARNER","LAKE","NV","Southwest","M","Waiter/Waitress","No",23,0,58206,3,1,1,3,"MARRIED",0,0,25,53.05,0,2,700,2,1,1,1000,1,700,22351.5,"HIGH"
"CU8096","TRISTAN","LAWSON","NY","NorthEast","M","Programmer/Developer","No",42,1,60542,3,1,0,3,"SINGLE",0,450,25,53.15,336,4,0,2,0,2,600,3,0,9835.5,"LOW"
"CU8097","VAUGHN","SNOW","MI","Midwest","M","Programmer/Developer","No",24,0,63884,3,0,0,3,"SINGLE",0,300,70,53.05,0,18,0,2,0,2,1000,1,0,13871,"LOW"
"CU8098","LOYD","GOOD","NY","NorthEast","M","PROF-28","No",24,1,60536,3,1,0,3,"SINGLE",0,0,25,53.23,1142,1,0,3,0,0,1000,1,0,8034,"LOW"
"CU8099","MARLA","MALLORY","CA","West","F","Truck Driver","Yes",54,1,64480,5,1,1,5,"DIVORCED",0,3100,25,55.66,1437,1,3000,6,1,1,1500,1,500,19020,"MEDIUM"
"CU8100","WILLY","CANNON","NY","NorthEast","M","Programmer/Developer","Yes",21,0,68687,2,1,1,2,"MARRIED",0,340,25,53.74,338,2,1000,4,1,2,1000,1,1000,26271.75,"HIGH"
"CU8101","LES","LOVELL","DC","NorthEast","M","Cashier","No",28,0,69266,1,1,2,1,"MARRIED",0,0,25,53.06,0,0,1502,0,2,1,1500,1,1502,38616.5,"VERY HIGH"
"CU8103","MIKEL","MAY","WI","Midwest","M","Programmer/Developer","No",23,0,57467,3,0,0,3,"SINGLE",0,0,25,53.17,0,3,0,2,0,1,1000,1,0,12166.75,"LOW"
"CU8104","BRYANT","BALLARD","FL","South","M","Technical Writer","No",36,0,59270,4,0,0,4,"SINGLE",0,0,25,53.05,0,0,0,2,0,0,600,1,0,12417.5,"LOW"
"CU8105","DEWEY","VELAZQUEZ","CA","West","M","PROF-27","No",25,0,57380,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,308,0,1,0,1000,1,308,22345,"HIGH"
"CU8618","WILLIS","PICKERING","CA","West","M","Homemaker","Yes",44,1,65970,3,1,1,4,"DIVORCED",0,2000,86,54.55,888,13,2500,5,1,1,800,1,2500,21892.5,"MEDIUM"
"CU8619","NAM","KELLOGG","MI","Midwest","F","PROF-2","Yes",63,0,66420,6,1,1,4,"MARRIED",0,1000,25,54.53,421,14,1343,5,1,3,800,1,1343,22905,"HIGH"
"CU8620","WOODROW","ANGEL","NY","NorthEast","M","Dentist","No",33,0,60355,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,300,0,1,0,1500,1,300,23888.75,"HIGH"
"CU8621","JERROLD","LYNN","CA","West","M","PROF-27","No",39,1,59496,0,1,1,2,"DIVORCED",0,0,25,53.07,0,0,2000,1,1,0,1500,1,2000,24774,"HIGH"
"CU8622","GISELLE","MERCHANT","CA","West","F","PROF-4","No",38,0,56022,5,1,1,5,"MARRIED",0,1050,121,53.12,276,3,1400,2,1,3,1500,2,1400,20305.5,"MEDIUM"
"CU7744","GREG","UPTON","NY","NorthEast","M","Construction Laborer","No",48,1,67566,1,1,1,1,"MARRIED",0,550,25,53.24,334,5,780,3,1,2,700,1,780,25191.5,"HIGH"
"CU7745","WHITNEY","ROBBINS","NY","NorthEast","M","PROF-42","No",19,1,60448,3,1,1,3,"MARRIED",0,1100,25,53.33,228,2,1200,3,1,3,1000,1,1200,17512,"MEDIUM"
"CU7746","CHRISTOPER","TOLBERT","CA","West","M","Secretary","Yes",23,1,62449,3,1,2,3,"MARRIED",0,1330,25,54.85,747,4,1100,5,2,3,1000,7,1100,28412.25,"HIGH"
"CU7748","ROY","TROTTER","FL","South","M","Clerical","No",35,1,78724,5,1,1,5,"MARRIED",0,4200,8856,54.09,9952,2,5000,5,1,1,3500,2,5000,20681,"MEDIUM"
"CU7750","DREW","GROSSMAN","MI","Midwest","M","Programmer/Developer","Yes",21,0,70680,3,1,0,3,"SINGLE",0,750,25,53.27,367,15,0,3,0,3,1000,1,0,15270,"MEDIUM"
"CU7751","REUBEN","DELATORRE","MI","Midwest","M","Nurse","No",41,0,66019,3,1,1,3,"MARRIED",0,0,25,53.06,0,0,700,0,1,0,700,1,700,26104.75,"HIGH"
"CU7752","DARRYL","BEAN","NV","Southwest","M","Programmer/Developer","No",24,0,70636,3,1,1,3,"MARRIED",0,650,2428,53.25,2449,3,960,3,1,2,1000,1,960,25559,"HIGH"
"CU7754","ARLIE","HEWITT","MS","South","M","Programmer/Developer","No",22,1,63965,3,1,1,3,"SINGLE",0,0,25,53.08,284,0,200,1,1,1,1000,1,200,18691.25,"MEDIUM"
"CU7756","JASPER","MCBRIDE","FL","South","M","Programmer/Developer","No",32,1,65915,3,0,0,3,"SINGLE",0,0,25,53.45,0,4,0,4,0,1,700,1,0,10178.75,"LOW"
"CU7757","JAMAR","FREEMAN","NY","NorthEast","M","Nurse","No",47,0,62356,3,0,0,3,"SINGLE",0,0,25,53.07,0,1,0,1,0,0,700,1,0,15789,"MEDIUM"
"CU7758","VELLA","MAGUIRE","CA","West","F","Software Engineer","No",21,0,66229,5,1,1,5,"DIVORCED",0,0,25,54.03,107,9,4000,5,1,1,1000,1,4000,21157.25,"MEDIUM"
"CU7759","JAMISON","STOREY","NY","NorthEast","M","Programmer/Developer","Yes",21,1,62731,3,1,1,3,"MARRIED",0,590,25,53.12,335,4,1000,2,1,2,1000,6,1000,18282.75,"MEDIUM"
"CU7760","LIGIA","HARMON","CA","West","F","DBA","No",32,1,65637,1,1,1,1,"DIVORCED",0,0,25,60.21,0,1,2300,7,1,0,1000,1,2300,23109.25,"HIGH"
"CU7761","NOAH","MCQUEEN","MI","Midwest","M","Veterinarian","No",22,0,68951,3,1,1,3,"MARRIED",0,451,25,53.75,549,4,800,4,1,2,1000,1,800,24937.75,"HIGH"
"CU7762","SHON","SEAMAN","NC","South","M","Nurse","No",24,0,59467,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,300,0,1,0,1000,1,300,22766.75,"HIGH"
"CU7763","CHARMAIN","LOONEY","FL","South","F","Sales Representative","Yes",29,0,70656,5,1,1,5,"DIVORCED",0,1550,25,54.07,724,4,1900,5,1,3,1000,3,250,23064,"HIGH"
"CU7765","MAN","MOYA","MI","Midwest","M","Programmer/Developer","No",28,0,57897,3,0,0,3,"SINGLE",0,0,25,53.08,0,2,0,1,0,1,1000,1,0,12774.25,"LOW"
"CU7766","RONALD","SPRINGER","OR","West","M","Waiter/Waitress","No",18,0,61752,3,0,0,3,"SINGLE",0,0,25,53.03,0,3,0,2,0,0,1000,1,0,12738,"LOW"
"CU7767","LETTIE","BECERRA","CA","West","F","Software Engineer","No",59,1,76739,1,1,1,1,"WIDOWED",0,0,25,52.69,0,1,6600,2,1,1,5000,1,6600,28584.75,"HIGH"
"CU7768","GEOFFREY","COLBERT","CA","West","M","Programmer/Developer","No",22,0,66732,3,1,0,3,"SINGLE",0,500,423,53.1,434,8,0,2,0,2,1000,1,0,14383,"MEDIUM"
"CU7769","LUTHER","NAPIER","DC","NorthEast","M","Secretary","Yes",21,0,65886,3,1,1,3,"SINGLE",0,500,25,53.04,213,5,130,2,1,2,1000,1,130,24071.5,"HIGH"
"CU7770","RANDELL","MORENO","NY","NorthEast","M","PROF-29","No",23,0,64758,3,1,1,3,"MARRIED",0,0,25,48.77,0,4,1100,2,1,1,1000,1,1100,23989.5,"HIGH"
"CU7771","GERDA","HOLT","NY","NorthEast","F","Software Engineer","No",32,0,68951,1,1,1,1,"DIVORCED",38,2350,25,53.12,1112,8,3000,2,1,1,1500,1,450,28937.75,"HIGH"
"CU6761","CLEMENT","BRAY","CA","West","M","Sales Representative","Yes",24,0,60587,1,1,1,1,"MARRIED",0,1100,25,53.61,298,15,800,4,1,3,1000,1,800,26046.75,"HIGH"
"CU11249","TOBIAS","CAVAZOS","NY","NorthEast","M","PROF-13","No",35,1,103437,4,1,1,4,"MARRIED",0,0,25,54.19,1674,3,10000,5,1,1,5000,1,10000,28359.25,"HIGH"
"CU11258","JENA","ZAMORA","CA","West","F","Sales Representative","No",33,0,69282,5,1,1,5,"DIVORCED",0,1200,25,53.14,949,5,2100,2,1,3,1500,1,2100,23120.5,"HIGH"
"CU11290","EDWARD","JOHNSON","NC","South","F","First-line Manager","No",27,0,49688,1,1,1,1,"MARRIED",0,1200,25,53.07,0,3,1500,1,1,3,2500,1,1500,23622,"HIGH"
"CU11298","CAROL","DICKENS","MI","Midwest","M","Administrative Assistant","No",27,0,70617,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,1,0,21354.25,"MEDIUM"
"CU11306","ABRAM","PICKENS","NY","NorthEast","M","Construction Laborer","Yes",31,0,55119,3,1,1,3,"SINGLE",0,250,25,53.05,0,8,570,2,1,2,2500,1,570,22379.75,"HIGH"
"CU11348","BELL","LANGFORD","MI","Midwest","F","Sales Representative","No",30,0,71754,5,1,1,5,"MARRIED",0,1800,825,53,1302,17,1200,2,1,3,1500,1,1200,23438.5,"HIGH"
"CU11356","DARRON","YAZZIE","NC","South","M","Programmer/Developer","No",23,0,62947,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,1,1000,1,0,13536.75,"LOW"
"CU11364","CARL","WALTER","CA","West","M","Programmer/Developer","No",25,0,63522,3,1,0,3,"SINGLE",0,700,25,53.09,236,2,0,1,0,3,1000,1,0,13880.5,"LOW"
"CU11381","GONZALO","HUDDLESTON","CA","West","M","Lab Technician","Yes",27,0,76819,1,1,1,1,"MARRIED",0,1900,25,53.97,765,14,1547,5,1,1,1500,1,500,30404.75,"VERY HIGH"
"CU11414","XAVIER","BOUDREAUX","MN","West","M","Programmer/Developer","Yes",27,0,71137,3,1,1,3,"MARRIED",0,500,25,53.54,227,4,1050,4,1,2,1000,4,1050,25984.25,"HIGH"
"CU11423","GRANT","DEVINE","NY","NorthEast","M","PROF-44","No",22,0,69754,3,1,1,3,"SINGLE",0,0,25,53.06,0,1,200,0,1,0,1000,4,200,25138.5,"HIGH"
"CU11431","STANFORD","JEWELL","MN","West","M","Programmer/Developer","No",34,1,60613,3,1,1,3,"MARRIED",0,500,25,53.22,0,0,700,3,1,2,600,4,700,19053.25,"MEDIUM"
"CU11439","ELVINA","KEITH","NY","NorthEast","F","Lab Technician","No",32,1,61301,1,1,1,1,"DIVORCED",0,0,32,38.86,0,1,2300,2,1,1,1500,4,2300,22025.25,"HIGH"
"CU12182","ELISEO","WILCOX","NY","NorthEast","M","PROF-11","No",29,0,62000,3,1,1,3,"SINGLE",0,0,25,53.17,0,1,635,2,1,1,1000,4,635,23900,"HIGH"
"CU12183","EZEQUIEL","BURNETT","MI","Midwest","M","IT Staff","No",21,1,60370,3,1,1,3,"MARRIED",0,450,25,53.36,738,2,1000,3,1,2,1000,4,1000,17692.5,"MEDIUM"
"CU12184","CASEY","KAISER","FL","South","M","Programmer/Developer","Yes",20,0,67049,3,1,0,3,"SINGLE",0,500,107,53.16,192,3,0,2,0,2,1000,4,0,14262.25,"MEDIUM"
"CU12185","RUTHANNE","HOLMAN","NY","NorthEast","F","PROF-23","No",42,0,60028,1,1,1,1,"MARRIED",0,450,57,53.07,0,3,800,1,1,2,600,4,800,27707,"HIGH"
"CU12187","MINH","FLEMING","NY","NorthEast","M","PROF-57","No",51,0,61384,2,1,1,2,"MARRIED",0,0,25,53.06,0,2,701,0,1,1,600,4,701,27446,"HIGH"
"CU12188","ALLEN","MOSLEY","MI","Midwest","M","PROF-15","No",77,0,74900,1,1,1,1,"MARRIED",0,0,537,53.11,718,1,1602,2,1,1,1500,4,1602,34925,"VERY HIGH"
"CU12189","MONTE","VILLEGAS","CA","West","M","Programmer/Developer","No",20,0,58125,3,1,1,3,"SINGLE",0,500,25,53.09,0,3,500,1,1,2,1000,3,500,22031.25,"HIGH"
"CU12190","VERNITA","MEADOWS","CA","West","F","Truck Driver","Yes",38,1,73588,4,1,1,4,"DIVORCED",0,2250,25,55.16,795,7,2867,5,1,1,1500,2,450,21197,"MEDIUM"
"CU12191","MERLE","CONKLIN","MI","Midwest","M","Homemaker","No",22,1,59131,3,1,1,3,"MARRIED",0,0,25,53.28,0,1,1108,3,1,1,1000,3,1108,17482.75,"MEDIUM"
"CU12192","KURT","CONTRERAS","UT","Southwest","M","Administrator","Yes",40,1,72228,4,1,1,4,"DIVORCED",0,3000,25,53.64,0,16,2300,4,1,1,1500,4,1000,21057,"MEDIUM"
"CU12193","JAN","PARKS","MI","Midwest","M","PROF-22","No",47,0,64868,0,0,0,2,"SINGLE",0,0,25,53.07,0,2,0,1,0,0,600,4,0,21917,"MEDIUM"
"CU12196","HARLAND","PETERSON","NY","NorthEast","M","PROF-12","Yes",42,0,65678,3,1,1,3,"MARRIED",0,650,25,53.37,220,11,700,3,1,2,600,4,700,26119.5,"HIGH"
"CU12197","ALEC","HATHAWAY","NY","NorthEast","M","Programmer/Developer","No",34,0,63767,3,1,0,3,"SINGLE",0,500,291,53.11,303,4,0,2,0,2,600,4,0,14841.75,"MEDIUM"
"CU12952","EDWARDO","SAMUEL","CA","West","M","Programmer/Developer","Yes",24,0,70208,3,1,0,3,"SINGLE",0,500,25,53.35,137,4,0,3,0,2,1000,1,0,15452,"MEDIUM"
"CU12953","MAJOR","GUTIERREZ","NY","NorthEast","M","Programmer/Developer","No",24,0,66092,3,1,1,3,"MARRIED",0,0,25,53.06,0,0,1363,0,1,1,1500,1,1363,24423,"HIGH"
"CU12954","JOHNIE","OLEARY","MI","Midwest","M","Nurse","No",23,0,61767,3,1,1,3,"SINGLE",0,0,25,53.06,0,1,200,0,1,0,1000,1,200,23241.75,"HIGH"
"CU12955","WYATT","BEEBE","NY","NorthEast","M","Sales Representative","No",26,0,57145,3,1,1,3,"MARRIED",0,0,728,53.02,746,3,1000,2,1,1,1000,1,1000,22386.25,"HIGH"
"CU10989","FRED","COYLE","NY","NorthEast","M","PROF-1","No",31,0,65007,1,1,1,1,"SINGLE",0,0,25,53.06,0,0,633,0,1,0,600,1,633,27851.75,"HIGH"
"CU10990","HASSAN","BURT","CA","West","M","DBA","No",46,0,63366,3,1,1,3,"MARRIED",0,0,25,53.07,0,3,720,1,1,1,600,1,720,25941.5,"HIGH"
"CU10991","CATHERINA","BLUE","MS","South","F","Administrative Assistant","No",43,1,69994,4,1,1,4,"DIVORCED",0,1600,861,53.93,926,14,2000,4,1,3,1500,1,2000,20798.5,"MEDIUM"
"CU10992","ROOSEVELT","BURDICK","MI","Midwest","M","PROF-54","No",26,1,67230,1,1,1,1,"DIVORCED",0,3200,428,53.2,563,4,4000,3,1,1,2000,1,600,22907.5,"HIGH"
"CU10993","ROBERTO","DYER","NY","NorthEast","M","Truck Driver","No",40,0,72450,3,1,1,3,"DIVORCED",0,250,25,44.5,731,5,1850,2,1,2,1500,1,1850,27612.5,"HIGH"
"CU10994","SHIRLEY","DURAN","NV","Southwest","M","Software Engineer","Yes",30,1,79415,1,1,1,1,"MARRIED",0,4000,25,54.95,2241,3,5000,5,1,1,3000,1,800,26353.75,"HIGH"
"CU10995","BUSTER","ANTHONY","NY","NorthEast","M","Programmer/Developer","No",28,0,58330,3,0,0,3,"SINGLE",0,250,25,53.04,0,5,0,2,0,2,1000,1,0,12882.5,"LOW"
"CU10997","ANNETT","GASKINS","CA","West","F","PROF-56","Yes",38,0,75933,1,1,1,1,"DIVORCED",0,3200,153,56.29,445,3,4000,6,1,1,2000,2,600,31283.25,"VERY HIGH"
