MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,CUSTOMER_ID,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,FIRST_NAME,NUM_MORTGAGES,CAR_OWNERSHIP,LAST_NAME
MARRIED,MI,0,5,1100,501,5,1,71174,CU2310,F,Plumber,1200,Midwest,1,1100,No,1,2,52,54.01,20493.5,10583,2,10004,5,MEDIUM,TRACIE,1,1,FUNK
SINGLE,NY,0,2,0,0,0,0,65286,CU2312,M,PROF-27,900,NorthEast,0,0,No,0,2,26,53.06,19921.5,504,0,25,0,MEDIUM,CLAUDIO,0,1,CHAVIS
OTHER,NY,0,4,20000,13000,3,1,66930,CU2313,F,IT Staff,900,NorthEast,1,20000,No,2,3,46,55.69,22332.5,4375,6,3860,6,HIGH,MORA,1,1,PIERCE
SINGLE,NY,0,3,358,0,3,1,66726,CU2314,M,Programmer/Developer,900,NorthEast,1,358,No,6,2,26,53.39,19781.5,6867,0,6359,4,MEDIUM,SAMUAL,1,1,RYDER
WIDOWED,CA,0,2,5000,0,0,0,61843,CU2316,M,IT Staff,500,West,1,5000,No,0,2,54,53.22,31860.75,1010,1,25,3,VERY HIGH,CHADWICK,1,1,BRADFORD
DIVORCED,CA,68601,1,3155,16950,1,1,63019,CU2317,M,PROF-15,900,West,1,2800,No,4,2,52,56.62,24454.75,69118,5,25,6,HIGH,ROSS,1,1,HANNAH
MARRIED,NY,0,2,1150,0,2,1,69851,CU2544,M,PROF-7,1500,NorthEast,2,1150,No,4,2,27,53.04,32162.75,0,1,25,2,VERY HIGH,SOL,2,1,PINEDA
DIVORCED,NY,0,5,2000,2300,5,0,68981,CU2318,F,PROF-37,1500,NorthEast,1,400,Yes,2,2,25,53.49,22245.25,596,1,25,4,HIGH,MARSHALL,1,1,SHIPMAN
DIVORCED,MI,0,1,3000,6300,1,1,66561,CU2319,F,Not specified,500,Midwest,1,1200,No,16,2,46,53.56,24740.25,5206,4,25,4,HIGH,MARX,1,1,METCALF
DIVORCED,CA,0,2,2214,5200,0,1,68477,CU2320,M,Nurse,800,West,1,1900,No,10,2,48,54.11,27919.25,20719,2,20055,5,HIGH,JUDE,1,1,OTTO
DIVORCED,MI,0,1,4000,5000,1,1,53712,CU2321,F,PROF-25,2000,Midwest,1,4000,Yes,4,2,48,54.55,21728,1827,4,25,5,MEDIUM,KAYLEIGH,1,1,LINN
DIVORCED,NY,0,5,4500,3360,5,1,60873,CU2322,M,IT Staff,500,NorthEast,1,760,No,14,2,24,53.28,15118.25,770,1,30,3,MEDIUM,TOMMIE,1,1,MCALLISTER
DIVORCED,CA,0,4,4675,14950,3,1,63918,CU2323,M,PROF-62,900,West,1,2500,Yes,3,2,56,53.69,22579.5,17894,5,16496,4,HIGH,LON,1,1,HICKS
MARRIED,MI,0,1,1087,1050,1,1,61396,CU2324,F,Plumber,1500,Midwest,1,1087,No,4,2,62,53.57,25049,998,3,400,4,HIGH,SHAUNTE,1,1,SALGADO
MARRIED,CA,0,4,1010,400,4,0,66723,CU2325,M,Accountant,500,West,1,1010,No,0,2,48,53.06,25480.75,602,2,25,0,HIGH,RAMIRO,1,1,COSTA
MARRIED,MN,33744,1,5000,13400,1,1,70086,CU2327,F,Law Enforcement Officer,1400,West,1,4000,Yes,16,2,47,71.32,25721.5,54359,5,25,8,HIGH,JODIE,1,1,BOGGS
MARRIED,NY,0,1,10000,17750,1,1,48718,CU4176,M,Clerical,4000,NorthEast,2,3200,No,4,8,40,54.04,29679.5,11922,5,8135,5,HIGH,MAN,2,1,MUNIZ
SINGLE,MI,0,1,400,0,1,1,62387,CU2396,M,Plumber,1100,Midwest,1,400,No,0,2,47,53.06,23796.75,505,1,25,0,HIGH,PEDRO,1,1,SORENSON
DIVORCED,NY,0,1,2300,0,1,1,66226,CU2397,F,Veterinarian,500,NorthEast,1,2300,No,1,2,27,53.19,22756.5,713,1,116,3,HIGH,DEBBRA,1,1,ANGEL
DIVORCED,NY,0,1,3500,8200,1,1,60706,CU2398,F,Law Enforcement Officer,500,NorthEast,1,1300,Yes,18,4,26,53.63,21276.5,3118,4,25,4,MEDIUM,CAREN,1,1,BERGERON
MARRIED,MI,0,1,7000,20800,1,0,63876,CU2399,F,Law Enforcement Officer,1400,Midwest,1,4300,Yes,1,1,45,62.72,28969,8657,1,25,7,HIGH,YON,1,1,CONRAD
SINGLE,MI,0,2,0,0,0,0,63813,CU2400,M,Administrative Assistant,900,Midwest,0,0,No,0,2,0,53.42,0,8546,0,25,4,LOW,DARREN,0,1,ACEVEDO
MARRIED,CA,2005,5,5000,0,5,1,61811,CU3594,M,PROF-4,900,West,1,5000,No,1,3,43,53.2,17252.75,3939,1,25,3,MEDIUM,KERRY,1,1,MCDONOUGH
DIVORCED,MI,0,5,4500,7600,5,1,59992,CU3595,F,IT Staff,500,Midwest,1,1300,No,4,1,39,53.62,16398,1072,1,284,4,MEDIUM,HALINA,1,1,NEWTON
MARRIED,CA,0,3,1100,800,3,1,66330,CU2076,M,Cashier,1000,West,1,1100,No,9,2,63,53.42,23382.5,3472,3,2964,4,HIGH,CHAS,1,1,BLUE
DIVORCED,NY,29565,1,2700,7392,1,1,65763,CU2077,F,PROF-24,1500,NorthEast,1,1755,No,14,2,51,54.29,25040.75,31513,4,25,5,HIGH,SABINA,1,1,GORDON
MARRIED,NY,0,2,730,600,0,0,62594,CU2078,M,PROF-10,900,NorthEast,1,730,No,0,2,60,53.06,32648.5,506,2,25,0,VERY HIGH,THEODORE,1,1,OWENS
MARRIED,CA,0,2,737,450,0,0,82756,CU2079,M,Author,2500,West,1,737,No,1,2,72,53.23,38889,2257,1,1679,3,VERY HIGH,MERRILL,1,1,CUEVAS
SINGLE,CA,0,2,0,0,0,1,61602,CU113,M,Publisher,700,West,0,0,No,1,0,57,53.07,17100.5,514,1,25,1,MEDIUM,EMERSON,0,1,FINLEY
DIVORCED,NY,72309,3,3500,5900,3,1,65359,CU114,M,Author,900,NorthEast,1,1700,No,8,4,81,54.2,24939.75,74751,4,190,5,HIGH,KIETH,1,1,MOULTON
SINGLE,NY,49223,2,0,0,0,0,61712,CU116,M,Technical Writer,900,NorthEast,0,0,No,1,0,61,55.35,22528,50228,0,25,5,HIGH,WILFORD,0,1,SALGADO
DIVORCED,NY,0,1,3500,5000,1,0,62410,CU117,F,Clerical,1100,NorthEast,1,1400,No,1,0,58,53.38,29902.5,8118,4,6873,3,HIGH,ETSUKO,1,1,MOCK
DIVORCED,IL,48833,4,3000,5350,6,1,64239,CU118,F,PROF-64,800,Midwest,1,500,No,4,0,63,54.84,17359.75,53252,4,25,5,MEDIUM,KARLA,1,1,CHANDLER
DIVORCED,IL,0,4,4467,8000,3,1,78781,CU119,F,PROF-58,3000,Midwest,1,1000,No,4,0,0,55.04,0,2461,1,1745,5,LOW,MILAGROS,1,1,TITUS
MARRIED,FL,0,2,1000,4200,0,1,56231,CU453,M,Administrator,1200,South,1,1200,No,2,0,55,54,25557.75,7865,1,7350,5,HIGH,LIONEL,1,1,BENOIT
WIDOWED,CA,0,4,7500,11500,3,0,49639,CU1079,M,IT Staff,5000,West,1,5000,Yes,4,7,64,53.29,24809.75,1349,4,25,3,HIGH,JORDAN,1,1,SHEPPARD
DIVORCED,CA,4354,2,4700,18310,0,1,63601,CU1081,M,School Teacher,800,West,1,3760,No,12,0,70,53.56,28900.25,6718,2,25,4,HIGH,THAD,1,1,ASKEW
MARRIED,NY,0,2,1200,1800,2,1,56093,CU1082,F,PROF-67,1200,NorthEast,1,350,No,7,0,44,53.68,20423.25,3662,3,1451,4,MEDIUM,KANISHA,1,1,CRAWFORD
MARRIED,CA,0,2,1200,4360,0,1,61214,CU1083,M,Administrative Assistant,500,West,1,960,No,1,4,61,53.54,27403.5,897,2,290,4,HIGH,CAREY,1,1,STANFORD
SINGLE,CA,0,1,0,2264,1,1,57092,CU1084,M,PROF-61,1000,West,0,564,No,8,0,56,53.74,13373,5936,4,5277,4,LOW,GIL,0,1,BRADSHAW
MARRIED,NY,0,3,1500,1751,3,1,69227,CU1085,M,Lab Technician,1000,NorthEast,1,1,Yes,7,0,35,53.69,21306.75,759,3,25,4,MEDIUM,KENDALL,1,1,MORTON
SINGLE,NY,0,2,0,0,0,0,64447,CU1086,M,PROF-47,1500,NorthEast,0,0,No,0,0,0,53.06,0,502,1,25,0,LOW,HOUSTON,0,1,MOSELEY
SINGLE,IL,50264,1,350,4600,1,0,75519,CU1087,M,PROF-14,2500,Midwest,1,2000,No,4,0,53,56.23,32679.75,71074,1,16351,6,VERY HIGH,ALDO,1,1,ALVARADO
DIVORCED,MI,0,1,3000,0,1,0,50625,CU1088,M,PROF-53,2500,Midwest,1,3000,No,0,0,51,53.06,26256.25,507,1,25,0,HIGH,OMER,1,1,EVERETT
DIVORCED,NY,111088,5,3081,5501,5,1,59819,CU1091,F,Administrative Assistant,1700,NorthEast,1,1201,No,0,0,65,56.37,18954.75,112822,2,25,6,MEDIUM,APRYL,1,1,DODGE
DIVORCED,NY,4823,1,3790,8200,1,1,68994,CU1092,F,Software Engineer,1500,NorthEast,1,1300,No,3,0,36,53.17,24348.5,8664,1,1459,2,HIGH,DORTHA,1,1,CUTLER
SINGLE,NY,0,1,0,5173,1,1,65552,CU1093,M,PROF-43,600,NorthEast,0,1523,Yes,10,0,59,54.09,15788,14727,7,13311,5,MEDIUM,VICENTE,0,1,STOCKTON
SINGLE,NY,0,2,0,0,0,0,63060,CU1094,M,Author,600,NorthEast,0,0,No,0,0,61,53.06,22865,502,0,25,0,HIGH,ADRIAN,0,1,BERGER
DIVORCED,CA,260524,1,3000,16500,1,1,70272,CU1095,M,PROF-9,1600,West,2,3000,No,3,10,59,57.23,36968,283671,4,25,6,VERY HIGH,KIETH,2,1,MOSS
SINGLE,NY,0,2,714,1956,0,1,55052,CU1096,M,Administrator,1700,NorthEast,1,506,No,3,0,83,53.16,28063,11502,1,9920,2,HIGH,WARREN,1,1,VINSON
SINGLE,NY,0,2,0,0,0,0,62849,CU1097,M,Administrative Assistant,900,NorthEast,0,0,No,1,0,34,53.06,20112.25,504,0,25,0,MEDIUM,TOBIAS,0,1,HIGHTOWER
DIVORCED,NY,39512,4,3500,3950,3,1,60454,CU1099,M,Bank Teller,1000,NorthEast,1,650,No,1,0,37,53.66,19813.5,40176,1,25,4,MEDIUM,JACKSON,1,1,EARLY
DIVORCED,NY,0,5,4500,16200,5,1,62671,CU1100,F,Clerical,500,NorthEast,1,3300,Yes,4,0,47,54.28,17867.75,3738,5,1637,5,MEDIUM,SUSY,1,1,STOVALL
MARRIED,NM,262,1,1000,450,1,1,59610,CU1101,M,PROF-14,500,Southwest,1,1000,No,4,0,46,53.56,23002.5,8782,2,6444,4,HIGH,BRYCE,1,1,KATZ
MARRIED,CA,1055,2,800,2964,0,1,68705,CU1102,M,PROF-19,1700,West,1,664,No,10,0,68,53.14,29976.25,2124,3,37,2,HIGH,MAURICE,1,1,HARTLEY
DIVORCED,CA,18003,4,3200,6600,4,1,60516,CU2230,F,Publisher,500,West,1,900,Yes,18,2,48,53.22,18929,29822,2,10165,3,MEDIUM,BUENA,1,1,MEDEIROS
SINGLE,NY,0,3,0,0,3,0,66299,CU2231,M,Administrative Assistant,700,NorthEast,0,0,No,0,2,40,53.06,16074.75,554,1,52,0,MEDIUM,CHRISTIAN,0,1,CONWAY
SINGLE,TX,0,2,0,0,0,0,60637,CU2232,M,IT Staff,900,Southwest,0,0,No,0,2,36,53.06,19759.25,504,0,25,0,MEDIUM,ED,0,1,LEACH
MARRIED,NY,0,5,9200,8900,5,1,71338,CU2233,F,IT Staff,1000,NorthEast,2,1700,Yes,4,7,39,57.34,29234.5,3178,4,25,6,HIGH,EMILY,2,1,MAGEE
MARRIED,CA,0,4,10000,21601,1,1,60738,CU2234,F,Software Engineer,800,West,1,1,Yes,17,2,46,54.29,24784.5,23275,3,22228,5,HIGH,MARCENE,1,1,CRAFT
MARRIED,CA,30211,2,1100,2000,2,1,67210,CU2236,M,PROF-51,1600,West,1,300,No,6,1,48,58.89,23602.5,116655,1,4738,6,HIGH,LOGAN,1,1,KNIGHT
MARRIED,MI,0,1,5300,8000,1,1,61885,CU2237,M,Not specified,3500,Midwest,1,2000,Yes,3,3,44,54.38,23371.25,4099,2,1345,5,HIGH,MICHAL,1,1,SALAZAR
SINGLE,MI,0,2,0,1650,0,1,72562,CU2238,M,Homemaker,1200,Midwest,0,0,No,17,4,47,53.27,18840.5,1844,2,1312,3,MEDIUM,TOMMY,0,1,SCHAFER
SINGLE,NY,47477,2,0,0,0,1,59456,CU2240,M,Programmer/Developer,600,NorthEast,0,0,No,3,2,56,53.89,16464,55076,0,6902,4,MEDIUM,KELLEY,0,1,CAGLE
DIVORCED,NY,0,3,2000,501,3,1,67933,CU2241,M,Not specified,900,NorthEast,2,2000,No,0,2,29,53.06,30383.25,505,2,25,0,VERY HIGH,CLAUDIO,2,1,WOLF
DIVORCED,MI,0,1,4200,17900,1,1,65371,CU2243,F,Not specified,900,Midwest,1,2900,No,2,10,46,53.49,24442.75,7507,3,3790,4,HIGH,ELANA,1,1,PEASE
MARRIED,NY,0,3,800,0,3,1,72901,CU2244,M,Veterinarian,1500,NorthEast,2,800,No,4,2,26,53.51,31325.25,10994,1,10181,4,VERY HIGH,GREGORY,2,1,GUNTER
DIVORCED,NY,0,3,3000,0,3,1,59099,CU2245,M,Programmer/Developer,900,NorthEast,1,3000,No,8,2,25,53.25,17774.75,3241,1,43,3,MEDIUM,COLUMBUS,1,1,BROOKS
DIVORCED,MS,0,1,2500,2500,1,1,60086,CU2246,F,PROF-31,900,South,1,2500,Yes,3,2,51,53.71,23621.5,1103,3,78,4,HIGH,VENETTA,1,1,RICHTER
DIVORCED,AL,0,4,2644,8050,1,1,55646,CU2247,F,PROF-33,1500,South,1,1300,No,2,2,36,53.88,22511.5,18035,1,16609,4,HIGH,DAVIDA,1,1,AVILA
MARRIED,MI,0,1,5000,17650,1,1,64472,CU2248,F,Publisher,900,Midwest,1,2900,No,18,2,42,53.85,23818,4136,4,488,4,HIGH,VANITA,1,1,HASTINGS
SINGLE,CA,14549,2,0,450,0,0,60453,CU2249,M,Administrative Assistant,700,West,0,0,No,18,6,54,53.81,21513.25,19498,2,4305,4,MEDIUM,ARLEN,0,1,CORNETT
DIVORCED,FL,0,2,3000,10100,2,1,71337,CU2250,F,Clerical,1300,South,1,2000,Yes,18,6,44,53.4,24234.25,7761,3,6907,4,HIGH,GERALYN,1,1,PORTILLO
SINGLE,MI,0,2,0,0,0,0,57014,CU2251,M,PROF-4,1000,Midwest,0,0,No,0,2,0,53.07,0,0,0,25,1,LOW,WILLIAN,0,0,MAURER
DIVORCED,MI,0,1,2236,3700,1,1,71919,CU2252,M,Mason,1000,Midwest,1,700,No,3,2,49,53.16,26379.75,1389,1,25,2,HIGH,ISREAL,1,1,LYNCH
DIVORCED,FL,0,1,3000,9600,1,0,73003,CU4452,F,Not specified,1500,South,2,1500,No,3,3,32,53.64,39950.75,9353,2,8139,4,VERY HIGH,DANYELLE,2,1,PATTEN
DIVORCED,NV,0,1,4000,8000,1,1,60453,CU4454,F,Clerical,1000,Southwest,1,2600,Yes,1,3,57,52.43,24313.25,609,4,26,2,HIGH,NORA,1,1,WHITTAKER
SINGLE,MO,0,2,0,0,0,1,61673,CU4455,M,Accountant,600,Midwest,0,0,No,1,3,32,53.06,14618.25,507,0,25,0,MEDIUM,TAYLOR,0,1,KUHN
SINGLE,CA,0,2,0,2050,0,1,65677,CU4456,M,DBA,1500,West,0,0,Yes,2,3,42,53.79,16619.25,996,1,221,4,MEDIUM,CLAUD,0,1,LANG
SINGLE,CA,48904,2,0,6050,0,1,60051,CU4457,M,Nurse,1100,West,0,500,No,5,6,40,55.58,15012.75,49417,9,25,6,MEDIUM,DONALD,0,1,WOLF
SINGLE,CA,0,1,0,0,1,0,61780,CU4458,M,PROF-38,500,West,0,0,No,0,3,70,53.06,20945,506,0,25,0,MEDIUM,ROSENDO,0,1,MCNAMARA
MARRIED,MI,0,1,1600,2724,1,1,59071,CU4459,F,School Teacher,1000,Midwest,1,624,No,9,1,33,53.85,21567.75,564,2,25,4,MEDIUM,JANEEN,1,1,PAQUETTE
DIVORCED,IL,0,4,2650,2300,1,1,65369,CU4460,F,PROF-13,1500,Midwest,1,400,Yes,6,3,30,53.73,24342.25,1328,1,25,4,HIGH,CARYL,1,1,BUSH
MARRIED,NY,0,1,5000,9000,1,1,60193,CU4462,F,IT Staff,500,NorthEast,1,1950,Yes,6,1,45,53.28,23048.25,771,1,25,3,HIGH,MARYALICE,1,1,BOWERS
WIDOWED,NY,0,1,6850,20500,1,1,55825,CU4463,F,Clerical,1400,NorthEast,1,5000,Yes,2,2,49,53.36,22356.25,2311,3,576,3,HIGH,JACINTA,1,1,WELLMAN
SINGLE,MI,0,2,0,0,0,0,62240,CU4464,M,Bank Teller,1500,Midwest,0,0,No,4,3,33,53.95,19860,13642,0,13135,4,MEDIUM,KEITH,0,1,HERNANDEZ
MARRIED,MI,0,2,5000,12751,1,1,62415,CU4465,F,IT Staff,900,Midwest,1,1,Yes,4,3,34,58.85,23003.75,3591,4,913,6,HIGH,FRANCE,1,1,GRADY
MARRIED,CA,0,2,840,0,0,0,63898,CU4466,M,Administrative Assistant,900,West,1,840,No,0,3,40,53.06,30974.5,504,1,25,0,VERY HIGH,AUGUSTINE,1,1,SLOAN
SINGLE,NY,0,2,0,0,0,0,66853,CU4467,M,Administrative Assistant,500,NorthEast,0,0,No,0,3,49,53.06,22613.25,515,0,25,0,HIGH,MILTON,0,1,WESTBROOK
MARRIED,DC,4865,4,800,1300,3,0,60374,CU4469,M,Veterinarian,500,NorthEast,2,800,No,2,1,25,53.17,33593.5,5834,3,25,2,VERY HIGH,JARVIS,2,1,BEATTY
SINGLE,MI,0,2,0,2850,0,1,65217,CU4470,M,Construction Laborer,900,Midwest,0,750,No,4,3,33,53.01,15604.25,1213,1,637,2,MEDIUM,DARYL,0,1,NORWOOD
MARRIED,MN,0,2,1000,1600,2,1,66462,CU4471,M,Dentist,900,West,1,1000,No,2,1,38,53.18,22415.5,1059,3,546,3,HIGH,DEANDRE,1,1,COTTRELL
SINGLE,MI,222,2,0,0,0,1,64979,CU4472,M,Construction Laborer,500,Midwest,0,0,No,1,3,33,53.13,15544.75,754,1,25,2,MEDIUM,EMORY,0,1,MEANS
MARRIED,FL,0,1,5000,2700,1,1,76832,CU4473,F,Clerical,3000,South,2,700,Yes,2,10,32,54.6,35908,1072,1,395,5,VERY HIGH,AMALIA,2,1,MARSH
SINGLE,MI,0,2,0,0,0,0,66997,CU4474,M,PROF-34,600,Midwest,0,0,No,4,1,33,53.13,21049.25,1504,1,994,2,MEDIUM,SCOTTIE,0,1,HENDRICKSON
MARRIED,OH,0,3,900,600,3,1,68097,CU4476,M,Programmer/Developer,900,Midwest,1,900,Yes,10,2,23,53.52,19824.25,743,1,43,4,MEDIUM,LENNY,1,1,BENOIT
SINGLE,MI,0,4,316,0,6,1,63702,CU4478,M,Sales Representative,500,Midwest,1,316,No,1,3,32,53.06,14125.5,535,1,25,0,MEDIUM,CHAD,1,1,CORNETT
MARRIED,CA,0,2,1100,500,2,0,58869,CU4479,F,Programmer/Developer,700,West,1,1100,Yes,3,3,44,54.08,26117.25,626,2,25,5,HIGH,BILLIE,1,1,COOKE
MARRIED,NV,0,1,1400,1100,1,1,65256,CU4481,M,Mason,500,Southwest,1,450,Yes,3,3,34,54.26,23214,3766,4,2463,5,HIGH,LEO,1,1,SALGADO
DIVORCED,CA,356,1,2000,5850,1,1,57819,CU4482,F,PROF-9,1300,West,1,1000,No,4,8,40,54.13,21954.75,11961,2,10762,5,MEDIUM,LINH,1,1,CHILDERS
MARRIED,NY,4931,4,1400,1650,3,0,62287,CU481,F,Mason,1500,NorthEast,1,1400,Yes,2,0,38,53.98,25371.75,6019,3,25,5,HIGH,SHELIA,1,1,BRADFORD
MARRIED,OH,36464,5,7000,19000,5,1,93563,CU483,F,Not specified,5000,Midwest,1,4300,Yes,4,0,40,56.02,24890.75,45152,5,5164,6,HIGH,MORIAH,1,1,WHITT
MARRIED,NY,0,1,700,0,1,0,68285,CU485,M,Mason,900,NorthEast,1,700,No,8,0,44,53.13,29971.25,726,1,217,2,HIGH,ELIAS,1,1,STANTON
DIVORCED,MI,0,1,2000,0,1,1,66018,CU486,M,Author,500,Midwest,1,2000,No,1,0,74,53.07,27404.5,1620,0,25,1,HIGH,DANIEL,1,1,IRWIN
MARRIED,NY,0,2,5000,18424,0,1,60862,CU487,M,Clerical,3000,NorthEast,1,3824,No,3,0,43,53.73,25515.5,1483,6,597,4,HIGH,EDMUND,1,1,DIXON
MARRIED,OH,0,3,1000,2000,3,1,66444,CU488,M,PROF-30,700,Midwest,1,400,Yes,4,0,50,54.25,22111,1845,1,25,5,HIGH,HARRIS,1,1,STOCKTON
SINGLE,AK,0,2,0,5633,0,1,66688,CU490,M,Medical Doctor,800,West,0,1183,No,18,0,56,53.26,18272,1269,4,708,3,MEDIUM,DONTE,0,1,CUTLER
MARRIED,CA,0,2,1100,3686,0,1,67265,CU491,M,Administrative Assistant,1000,West,1,836,No,1,0,55,53.18,28316.25,958,1,25,3,HIGH,ELWOOD,1,1,MCLEOD
SINGLE,NY,0,3,189,0,3,0,67708,CU2033,M,Administrative Assistant,1000,NorthEast,1,189,No,0,2,27,53.06,25127,502,0,25,0,HIGH,FILIBERTO,1,1,GRIMM
MARRIED,NY,0,1,720,650,1,0,74222,CU2034,F,PROF-7,1500,NorthEast,1,720,Yes,14,2,28,53.78,29855.5,669,2,37,4,HIGH,EMILIE,1,1,CHAMBERLAIN
SINGLE,FL,25557,2,554,2320,0,0,60122,CU2039,M,Mason,500,South,1,720,No,4,2,39,54.18,29930.5,26121,5,25,5,HIGH,CHUCK,1,1,PELLETIER
WIDOWED,CO,0,1,5000,2700,1,1,73677,CU2040,M,School Teacher,3000,West,2,1000,No,2,2,61,54.87,38019.25,1100,1,670,5,VERY HIGH,RUPERT,2,1,GREER
MARRIED,MI,0,3,1050,1759,3,0,66775,CU2041,M,PROF-18,800,Midwest,1,409,No,18,2,49,53.03,27093.75,723,3,107,2,HIGH,REINALDO,1,1,LEHMAN
MARRIED,IL,0,4,11660,5501,4,1,65454,CU2042,M,PROF-25,500,Midwest,1,11660,No,0,2,41,53.08,19463.5,1004,4,497,1,MEDIUM,ROBBY,1,1,STARR
MARRIED,FL,0,2,1052,2350,0,1,58032,CU2044,M,Mason,800,South,1,450,No,3,1,44,54.17,24908,938,3,386,5,HIGH,AMADO,1,1,BOYER
MARRIED,IL,0,1,1500,0,1,0,65383,CU2045,M,Truck Driver,500,Midwest,1,1500,No,8,2,44,53.11,29245.75,574,1,66,2,HIGH,COLLIN,1,1,CAREY
SINGLE,NY,0,2,0,0,0,1,60647,CU2047,M,Administrator,500,NorthEast,0,0,No,0,2,36,53.06,14761.75,520,1,25,0,MEDIUM,WYATT,0,1,SALINAS
DIVORCED,NY,0,1,4000,1860,1,1,60132,CU2049,M,DBA,1000,NorthEast,1,4000,Yes,3,2,29,54.97,21433,1778,2,25,5,MEDIUM,MAURICIO,1,1,SCHMITT
SINGLE,MI,0,2,0,0,0,0,59686,CU2050,M,Plumber,900,Midwest,0,0,No,0,2,49,53.06,20821.5,506,0,25,0,MEDIUM,ANTHONY,0,1,ERWIN
DIVORCED,NY,0,2,2000,6600,2,0,66866,CU1730,M,School Teacher,1000,NorthEast,1,3000,No,8,2,35,53.1,27216.5,817,4,55,2,HIGH,EFREN,1,1,CARON
WIDOWED,IL,0,1,5000,24000,1,1,56506,CU1731,F,Clerical,1800,Midwest,1,4000,No,3,2,49,54.35,22526.5,46108,4,13125,5,HIGH,ANASTASIA,1,1,FISCHER
DIVORCED,NY,0,3,3000,3800,3,1,65571,CU1732,M,PROF-16,900,NorthEast,1,3000,Yes,4,9,36,54.36,20492.75,9120,4,7348,5,MEDIUM,SCOT,1,1,MCNAMARA
DIVORCED,NY,0,4,4000,2501,1,1,75165,CU1733,M,Veterinarian,1800,NorthEast,2,1,No,6,4,38,54.24,37591.25,459,1,25,5,VERY HIGH,JARED,2,1,IVEY
SINGLE,WA,0,2,0,0,0,1,62809,CU1734,M,Administrative Assistant,500,West,0,0,No,1,0,45,53.07,16202.25,516,0,25,1,MEDIUM,REGINALD,0,1,BATEMAN
MARRIED,MI,0,4,1500,1050,4,0,71257,CU3611,M,PROF-1,1500,Midwest,2,300,No,9,3,35,54.11,35314.25,15761,3,15655,5,VERY HIGH,IRVIN,2,1,HITCHCOCK
DIVORCED,NC,0,1,3000,5300,1,1,63937,CU3613,F,IT Staff,500,South,1,900,Yes,1,3,40,53.34,23484.25,965,1,25,3,HIGH,LANNIE,1,1,WASHINGTON
DIVORCED,NY,0,1,3800,0,1,1,58294,CU3614,F,Clerical,2000,NorthEast,1,3800,No,3,3,42,53.11,22273.5,609,2,101,2,HIGH,MASAKO,1,1,CANTRELL
MARRIED,WA,0,2,1500,0,0,1,74687,CU3616,M,School Teacher,1500,West,1,1500,No,0,3,42,53.06,28871.75,0,0,25,0,HIGH,NORMAND,1,1,LUNA
MARRIED,NY,0,3,818,300,3,1,62647,CU6175,M,Administrative Assistant,500,NorthEast,1,818,No,4,0,29,53.52,19061.75,685,2,147,4,MEDIUM,BUFORD,1,1,MURILLO
WIDOWED,NY,0,2,5000,6590,0,0,81153,CU6177,M,First-line Manager,3500,NorthEast,1,1000,Yes,14,0,50,55.59,36288.25,4230,4,25,6,VERY HIGH,HIRAM,1,1,CASE
SINGLE,NY,0,2,0,3027,0,0,71708,CU6178,M,Author,1300,NorthEast,0,827,No,4,3,62,54.11,25127,7683,1,1991,5,HIGH,KURTIS,0,1,WHITFIELD
MARRIED,NY,0,5,10000,17250,5,0,56644,CU6179,F,PROF-38,4000,NorthEast,1,3900,No,4,0,30,53.87,19661,2555,5,740,4,MEDIUM,SHANIKA,1,1,HURLEY
SINGLE,MI,0,2,0,2156,0,1,59452,CU6180,M,IT Staff,800,Midwest,0,506,Yes,7,0,60,54.02,16863,1551,1,25,5,MEDIUM,WARNER,0,1,HOLDER
WIDOWED,NV,0,4,5000,11500,1,1,61004,CU6181,F,Accountant,500,Southwest,1,1950,Yes,3,7,49,55,25151,1633,1,25,5,HIGH,BELKIS,1,1,WILKINS
DIVORCED,NY,64587,1,2500,4200,1,1,58196,CU6182,F,Author,900,NorthEast,2,2500,No,9,0,59,55.77,33949,91491,1,25,6,VERY HIGH,LORIANN,2,1,DEATON
MARRIED,CA,0,3,1800,3700,3,0,62308,CU6184,M,PROF-20,1500,West,1,1100,No,2,0,53,53.16,26377,2756,1,1815,2,HIGH,LEROY,1,1,HEWITT
WIDOWED,NY,0,2,5000,8050,1,1,92842,CU6186,M,PROF-7,3500,NorthEast,2,1200,Yes,17,0,69,55,44110.5,3927,2,586,5,VERY HIGH,LANE,2,1,RANDLE
MARRIED,NY,1863,5,5000,9600,5,1,61552,CU6187,M,Clerical,500,NorthEast,1,1500,Yes,17,0,31,55.44,15988,22007,6,7462,5,MEDIUM,JESUS,1,1,GUTHRIE
