"CUSTOMER_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","CREDIT_BALANCE","BANK_FUNDS","CHECKING_AMOUNT","MONEY_MONTLY_OVERDRAWN","T_AMOUNT_AUTOM_PAYMENTS","MONTHLY_CHECKS_WRITTEN","MORTGAGE_AMOUNT","N_TRANS_ATM","N_MORTGAGES","N_TRANS_TELLER","CREDIT_CARD_LIMITS","N_TRANS_KIOSK","N_TRANS_WEB_BANK","LTV","LTV_BIN"
"CU12128","RILEY","PEPPER","MI","Midwest","M","PROF-37","No",19,0,55385,3,1,1,3,"MARRIED",0,0,25,53.23,0,1,1700,3,1,1,1500,4,1700,21246.25,"MEDIUM"
"CU12235","DARRON","NOBLES","OR","West","M","Waiter/Waitress","No",19,0,70272,3,1,1,3,"SINGLE",0,0,25,53.08,0,3,122,1,1,0,1000,4,122,24968,"HIGH"
"CU1935","ERASMO","BRAND","CA","West","M","Accountant","No",66,1,58873,6,1,1,2,"DIVORCED",0,0,25,53.25,1991,6,2500,3,1,1,800,2,2500,15318.25,"MEDIUM"
"CU12367","JOY","MATTHEWS","MN","West","F","Clerical","No",41,1,92255,3,1,1,4,"MARRIED",0,0,59,52.78,1879,2,5000,2,1,1,3500,4,5000,28163.75,"HIGH"
"CU11694","JAN","CRAWFORD","CA","West","M","PROF-51","No",32,0,84160,3,1,1,3,"MARRIED",0,800,25,53.32,212,2,1021,3,1,3,2500,4,1021,29740,"HIGH"
"CU2185","ALFONSO","SANTIAGO","MS","South","M","First-line Manager","No",47,1,61681,0,1,0,2,"SINGLE",0,0,141,53.1,645,1,0,2,0,1,1300,2,0,16120.25,"MEDIUM"
"CU12663","HERSHEL","PARSONS","CA","West","M","Waiter/Waitress","No",23,1,68113,3,1,1,3,"SINGLE",0,0,40,53.12,0,2,512,2,1,1,1000,1,512,19828.25,"MEDIUM"
"CU2555","REGINALD","MEJIA","OH","Midwest","M","Professor","No",41,0,63722,0,1,1,2,"MARRIED",0,0,25,53.06,506,0,1300,0,1,1,900,2,1300,31030.5,"VERY HIGH"
"CU5351","CRYSTAL","BARBER","MI","Midwest","F","Cashier","No",28,1,61194,1,1,1,1,"MARRIED",1445,8100,8328,53.28,11106,3,6144,3,1,4,500,0,6144,21598.5,"MEDIUM"
"CU15809","HARLAND","CARVER","DC","NorthEast","M","Waiter/Waitress","No",39,0,68371,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,951,0,1,0,2500,4,951,29492.75,"HIGH"
"CU10745","TRENTON","MORENO","MI","Midwest","M","Programmer/Developer","No",30,0,63925,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,1,1000,1,0,14481.25,"MEDIUM"
"CU5151","RUBIN","HEALY","NY","NorthEast","M","Technical Writer","No",43,0,60500,0,1,0,2,"SINGLE",0,0,25,53.07,507,2,0,1,0,0,900,0,0,20425,"MEDIUM"
"CU11246","DONNY","FAULKNER","CA","West","M","Secretary","No",31,0,60979,3,1,1,3,"MARRIED",0,1900,13931,54.95,13939,2,1400,5,1,1,1500,1,1400,23844.75,"HIGH"
"CU216","FREDRIC","LEVIN","NY","NorthEast","M","Author","No",83,0,65218,1,1,1,1,"SINGLE",43787,2201,25,56.39,55686,4,500,6,1,4,900,0,1,33104.5,"VERY HIGH"
"CU5056","CORY","BABCOCK","CA","West","M","Professor","No",32,0,61776,2,1,1,2,"MARRIED",0,0,25,53.71,500,0,1716,4,1,1,900,0,1716,25644,"HIGH"
"CU15116","RODOLFO","BARON","CA","West","M","Cashier","No",45,0,61399,6,1,1,4,"DIVORCED",0,2601,4226,53.4,6226,4,3723,4,1,1,2000,8,1,19849.75,"MEDIUM"
"CU14993","RODNEY","SCRUGGS","NY","NorthEast","M","PROF-31","No",34,1,59721,3,1,1,3,"MARRIED",0,0,25,53.05,0,4,900,2,1,0,600,1,900,18830.25,"MEDIUM"
"CU6501","ELIZABETH","BARGER","CA","West","F","PROF-2","No",66,1,70907,6,1,1,4,"DIVORCED",4856,2300,10527,53.81,15397,2,2000,4,1,2,1000,1,200,19326.75,"MEDIUM"
"CU4871","CORDELIA","BRANHAM","CA","West","F","Homemaker","No",38,0,55475,1,1,1,1,"MARRIED",0,4100,21998,54.19,22716,15,1729,5,1,1,1500,3,650,26168.75,"HIGH"
"CU13515","WYATT","BLAIR","MI","Midwest","M","Programmer/Developer","No",28,0,64462,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,1,1000,1,0,14415.5,"MEDIUM"
"CU938","RASHAD","GOFF","CA","West","M","Fireman","No",60,0,59368,0,1,0,2,"SINGLE",0,0,25,53.06,507,0,0,0,0,1,1300,0,0,21842,"MEDIUM"
"CU5310","CAROLEE","ONEIL","MI","Midwest","F","Veterinarian","No",28,1,62354,1,1,2,1,"DIVORCED",0,0,25,56.22,1756,18,4200,6,2,1,500,8,4200,31888.5,"VERY HIGH"
"CU4914","DEVIN","TYSON","CA","West","M","Administrator","No",42,0,62427,0,1,1,2,"MARRIED",0,0,25,53.06,512,0,1000,0,1,3,500,3,1000,30806.75,"VERY HIGH"
"CU8955","RICARDA","MAGEE","MI","Midwest","F","Clerical","No",32,1,50758,1,1,2,1,"MARRIED",0,9850,1053,53.08,1601,11,5000,1,2,1,3500,1,1500,29389.5,"HIGH"
"CU14800","CORDELIA","STARR","NY","NorthEast","F","Not specified","No",43,0,74803,1,1,1,1,"MARRIED",28829,11100,10084,53.77,38963,2,12000,4,1,4,4000,1,12000,31500.75,"VERY HIGH"
"CU15766","LEONARD","BERGERON","NY","NorthEast","M","Clerical","No",41,1,59261,4,1,0,4,"SINGLE",38186,12500,25,54.87,38208,4,0,5,0,4,800,5,3100,7915.25,"LOW"
"CU5759","SYLVIE","BEATTY","MI","Midwest","F","Publisher","No",55,1,61580,3,1,2,4,"WIDOWED",6602,18300,2629,52.97,10054,2,5000,2,2,5,900,0,3100,31895,"VERY HIGH"
"CU692","DANNIE","KEATING","NY","NorthEast","M","Clerical","No",59,1,61270,2,1,1,2,"WIDOWED",11645,14800,1436,53.94,24484,3,5000,4,1,2,1400,0,5000,23217.5,"HIGH"
"CU4105","ANTONY","GUIDRY","MI","Midwest","M","PROF-49","No",29,1,65668,4,1,1,4,"MARRIED",25919,11500,3756,53.96,30686,7,700,5,1,4,500,3,700,18317,"MEDIUM"
"CU13265","FOREST","HAGER","FL","South","M","Programmer/Developer","No",27,0,70582,1,0,0,1,"SINGLE",0,0,25,53.06,0,0,0,0,0,1,1000,1,0,18845.5,"MEDIUM"
"CU6227","GRAHAM","RILEY","NY","NorthEast","M","Not specified","No",43,1,69268,1,1,1,4,"DIVORCED",0,14900,3677,53.28,4265,17,4528,3,1,1,800,0,5000,26617,"HIGH"
"CU4292","NEAL","MATTINGLY","MI","Midwest","M","IT Staff","No",34,1,64180,1,1,1,4,"MARRIED",0,0,25,49.94,506,7,12000,2,1,1,500,3,12000,24445,"HIGH"
"CU7681","JUDE","POST","NY","NorthEast","M","Sales Representative","No",24,0,58981,3,1,1,3,"SINGLE",0,0,25,53.07,0,1,352,1,1,0,1500,1,352,22645.25,"HIGH"
"CU14310","CECIL","EGAN","CA","West","M","Veterinarian","No",50,0,78125,3,1,1,3,"MARRIED",0,250,7715,53.43,20856,0,11657,4,1,2,2500,1,1400,30031.25,"VERY HIGH"
"CU11113","VAL","HUGGINS","NY","NorthEast","M","Childcare Worker","No",35,1,58567,3,1,1,3,"MARRIED",2558,550,633,53.15,3203,10,760,2,1,2,700,1,760,18641.75,"MEDIUM"
"CU14302","TRINIDAD","WOODY","CA","West","M","Nurse","No",23,0,66488,3,0,0,3,"SINGLE",0,0,25,53.06,0,1,0,0,0,0,1500,1,0,14422,"MEDIUM"
"CU7839","KIM","SHIRLEY","MI","Midwest","M","Nurse","No",34,0,59621,0,0,0,2,"SINGLE",0,0,25,53.08,0,4,0,1,0,0,700,1,0,19305.25,"MEDIUM"
"CU15289","FRANKLIN","KNOX","UT","Southwest","M","Professor","No",46,0,73987,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,1400,0,1,0,2500,5,1400,31596.75,"VERY HIGH"
"CU4101","ARTHUR","PULLIAM","MI","Midwest","M","IT Staff","No",33,0,71417,0,1,1,2,"MARRIED",0,0,25,53.06,506,0,8550,0,1,1,4000,3,8550,32154.25,"VERY HIGH"
"CU2570","TYNISHA","HUTSON","NY","NorthEast","F","IT Staff","No",68,1,57124,1,1,1,1,"WIDOWED",446,17100,1076,53.42,6281,4,5000,4,1,5,1500,10,3100,24581,"HIGH"
"CU11231","AKILAH","MULLEN","UT","Southwest","F","Veterinarian","No",33,1,62482,5,1,1,5,"DIVORCED",68682,6800,25,55.88,76910,1,3503,6,1,4,900,1,1500,16420.5,"MEDIUM"
"CU5289","WILEY","BORDEN","MI","Midwest","M","Veterinarian","No",28,1,68947,3,1,1,3,"MARRIED",111,1300,385,52.93,1129,4,800,2,1,3,900,0,800,20536.75,"MEDIUM"
"CU3084","SHON","COHEN","NY","NorthEast","M","PROF-44","No",24,0,57964,0,1,0,2,"SINGLE",0,0,25,53.06,504,0,0,0,0,0,900,2,0,17891,"MEDIUM"
"CU7866","PEARLIE","PERALTA","CA","West","F","Waiter/Waitress","No",46,0,69444,1,1,1,1,"MARRIED",0,901,25,53.26,121,8,1123,3,1,3,800,1,1123,30461,"VERY HIGH"
"CU13120","DARWIN","MACK","NC","South","M","Construction Laborer","No",30,0,60554,1,1,1,1,"SINGLE",0,0,25,53.07,331,1,400,1,1,0,1000,1,400,26638.5,"HIGH"
"CU6243","DWAYNE","LITTLEJOHN","CA","West","M","PROF-33","No",45,0,64799,3,1,0,3,"SINGLE",0,5735,12387,53.55,13433,16,0,4,0,4,900,0,2585,16199.75,"MEDIUM"
"CU6466","GWYN","KOENIG","CA","West","F","Fireman","No",54,1,56361,1,1,2,1,"DIVORCED",0,4400,2602,53.58,5037,3,3250,4,2,6,1500,1,200,32990.25,"VERY HIGH"
"CU9798","PEDRO","GRACE","FL","South","M","Nurse","No",48,0,66711,0,0,0,2,"SINGLE",0,0,25,53.04,0,0,0,2,0,0,800,1,0,22477.75,"HIGH"
"CU12208","FIDEL","WEATHERS","NV","Southwest","M","IT Staff","No",32,1,66479,1,1,1,1,"DIVORCED",0,0,25,53.01,0,4,3000,2,1,1,1500,4,3000,23319.75,"HIGH"
"CU13133","DALLAS","WILHELM","NY","NorthEast","M","Programmer/Developer","No",22,1,68679,3,0,0,3,"SINGLE",0,500,25,53.34,0,1,0,3,0,2,1000,3,0,9869.75,"LOW"
"CU14553","RANDALL","JENNINGS","NY","NorthEast","M","Technical Writer","No",19,0,67224,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,170,0,1,0,1000,1,170,24206,"HIGH"
"CU11341","ARLEN","LY","NY","NorthEast","M","Programmer/Developer","No",29,0,58086,3,0,0,3,"SINGLE",0,0,25,56.63,0,0,0,6,0,1,1000,1,0,12921.5,"LOW"
"CU9102","ALONZO","PUGH","CA","West","M","PROF-5","No",31,0,65843,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,288,0,1,0,700,1,288,25060.75,"HIGH"
"CU11209","WILL","ABRAHAM","CA","West","M","Sales Representative","No",33,0,62475,3,1,1,3,"MARRIED",0,600,118,53.53,826,6,747,4,1,2,600,1,747,24418.75,"HIGH"
"CU14291","ANIBAL","BALL","NY","NorthEast","M","Administrative Assistant","No",0,0,57542,0,1,0,2,"SINGLE",0,0,25,53.06,651,0,0,0,0,0,1500,1,0,0,"LOW"
"CU11516","CHARLESETTA","FORTUNE","NV","Southwest","F","Clerical","No",51,0,70044,1,1,1,1,"DIVORCED",44,0,342,53.17,413,1,3000,2,1,0,2500,1,3000,31111,"VERY HIGH"
"CU534","THEODORA","HACKETT","NY","NorthEast","F","Clerical","No",74,1,66848,1,1,2,1,"WIDOWED",37066,21100,6612,53.68,45750,3,10000,4,2,5,4000,0,5000,37612,"VERY HIGH"
"CU2956","LINDSAY","CARMONA","DC","NorthEast","M","Cashier","No",34,0,64101,4,1,1,4,"MARRIED",0,0,25,53.3,345,11,1487,3,1,1,500,1,1487,23425.25,"HIGH"
"CU8630","CARMINE","LACKEY","WA","West","M","Waiter/Waitress","No",28,0,62456,3,1,1,4,"SINGLE",0,500,93,53.11,120,16,600,2,1,2,1500,1,600,24414,"HIGH"
"CU6674","GILMA","FIELDS","FL","South","F","IT Staff","No",35,1,57213,1,1,1,1,"DIVORCED",0,0,94,53.08,596,5,3500,1,1,1,1500,1,3500,21303.25,"MEDIUM"
"CU7733","REINALDO","WALKER","NC","South","M","Programmer/Developer","No",22,1,71397,3,1,1,3,"MARRIED",0,0,25,54.46,0,1,1000,5,1,1,1000,1,1000,20549.25,"MEDIUM"
"CU9746","EUSEBIO","PROCTOR","OK","Midwest","M","Programmer/Developer","No",21,0,65606,3,1,1,3,"MARRIED",0,750,1126,53.26,1309,2,1000,3,1,3,1000,1,1000,24001.5,"HIGH"
"CU4544","DEON","ROCKWELL","CA","West","M","Cashier","No",29,1,59670,3,1,1,3,"DIVORCED",0,3200,2847,54.41,2906,4,2645,5,1,1,500,0,400,18317.5,"MEDIUM"
"CU153","FLORENTINO","DUGAN","MI","Midwest","M","Author","No",77,0,60958,3,1,1,1,"MARRIED",0,0,25,53.06,504,0,1800,0,1,1,1000,0,1800,27439.5,"HIGH"
"CU577","KENDALL","ESCOBAR","CA","West","M","Veterinarian","No",26,1,65108,1,1,1,1,"MARRIED",0,0,156,52.94,685,3,700,2,1,1,900,0,700,22377,"HIGH"
"CU4116","NORMAND","HO","MI","Midwest","M","PROF-5","No",52,1,64173,3,1,0,3,"SINGLE",0,301,184,53.12,759,3,0,2,0,1,1300,3,0,11743.25,"LOW"
"CU8583","PABLO","WHITMORE","CA","West","M","Dentist","No",26,1,62117,3,1,1,3,"SINGLE",0,0,25,53.07,125,1,500,1,1,0,1500,1,500,18629.25,"MEDIUM"
"CU13235","RODNEY","KEY","NY","NorthEast","M","Programmer/Developer","No",23,0,61908,3,1,1,3,"SINGLE",0,0,25,53.17,0,0,620,2,1,1,1000,1,620,23277,"HIGH"
"CU13847","MARYROSE","BELTRAN","MI","Midwest","F","Programmer/Developer","No",37,0,58703,1,1,1,1,"MARRIED",0,350,673,53.16,688,3,670,2,1,2,700,3,670,26875.75,"HIGH"
"CU9125","OTTO","WILLETT","CA","West","M","Construction Laborer","No",0,0,70227,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,1,0,0,"LOW"
"CU7837","JULIUS","BRAVO","NV","Southwest","M","First-line Manager","No",28,0,60528,0,0,0,2,"SINGLE",0,0,25,53.07,0,1,0,1,0,0,1500,1,0,18932,"MEDIUM"
"CU6791","TY","MCINTYRE","NY","NorthEast","M","Nurse","No",49,0,60501,0,1,0,2,"SINGLE",0,0,1209,53.32,4401,7,0,3,0,1,500,1,0,21025.25,"MEDIUM"
"CU4245","LINWOOD","WEIR","CA","West","M","Not specified","No",48,1,68959,1,1,0,1,"SINGLE",0,0,757,53.16,1288,1,0,2,0,1,800,3,0,15539.75,"MEDIUM"
"CU8506","JON","DUTTON","MI","Midwest","M","Plumber","No",48,0,70749,1,1,1,1,"DIVORCED",0,1150,466,54.13,6248,11,2513,5,1,3,1000,1,2513,30987.25,"VERY HIGH"
"CU10680","DOMINIQUE","PUGH","CA","West","M","Bank Teller","No",39,1,68987,2,1,1,2,"MARRIED",0,0,25,53.08,0,5,1500,1,1,1,1000,1,1500,23146.75,"HIGH"
"CU2366","VIRGILIO","LEVY","CO","West","M","Administrative Assistant","No",46,1,61075,0,1,0,2,"SINGLE",0,0,25,53.09,2400,1,0,1,0,0,500,2,0,15868.75,"MEDIUM"
"CU7014","SON","WALSH","MI","Midwest","M","Nurse","No",67,0,60998,0,1,0,2,"SINGLE",0,0,257,53.07,762,18,0,1,0,0,2500,1,0,22949.5,"HIGH"
"CU10518","ZACHERY","RUDOLPH","CA","West","M","Nurse","No",41,1,66533,0,0,0,2,"SINGLE",0,0,25,53.06,0,1,0,0,0,1,800,1,0,16733.25,"MEDIUM"
"CU860","JIM","HOPPER","NY","NorthEast","M","Administrative Assistant","No",0,0,74494,0,1,0,2,"SINGLE",0,0,25,53.06,503,0,0,0,0,0,1500,0,0,0,"LOW"
"CU13297","MARQUIS","MALLOY","NY","NorthEast","M","Truck Driver","No",25,1,68988,3,1,1,3,"DIVORCED",0,0,25,53.67,241,9,1900,4,1,1,1500,1,1900,20247,"MEDIUM"
"CU8716","FRANK","SHEPPARD","NY","NorthEast","M","Nurse","No",44,0,62848,3,1,2,3,"SINGLE",0,0,25,53.06,0,1,450,0,2,0,700,1,450,35612,"VERY HIGH"
"CU4845","MARGRET","GARVIN","NY","NorthEast","F","DBA","No",47,1,59934,1,1,1,1,"DIVORCED",0,0,25,55.45,506,1,2000,5,1,1,1500,3,2000,23183.5,"HIGH"
"CU15400","WILLIAMS","MYERS","NY","NorthEast","M","Nurse","No",27,0,63498,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,120,0,1,0,1000,4,120,24074.5,"HIGH"
"CU5114","MARIAM","COTTRELL","NY","NorthEast","F","IT Staff","No",64,1,57693,1,1,1,1,"DIVORCED",27450,6500,25,54.4,28900,3,3600,5,1,4,900,6,3600,24323.25,"HIGH"
"CU11130","JANYCE","LIM","MI","Midwest","F","PROF-22","No",50,1,61493,1,1,1,1,"MARRIED",0,0,25,53.17,865,12,750,2,1,1,700,1,750,23873.25,"HIGH"
"CU3265","JERRELL","KIM","FL","South","M","PROF-23","No",35,1,59851,4,1,1,4,"MARRIED",0,1400,25,53.04,3316,3,1500,2,1,2,500,3,1500,17462.75,"MEDIUM"
"CU10411","STEWART","PAYTON","NY","NorthEast","M","Truck Driver","No",34,0,59975,3,1,1,3,"MARRIED",0,0,25,53.06,0,0,1200,0,1,0,700,1,1200,23893.75,"HIGH"
"CU8180","SETH","HUMPHREYS","WA","West","M","PROF-25","No",37,0,56582,3,1,1,3,"DIVORCED",0,0,25,53.04,0,2,3000,2,1,1,1500,1,3000,23345.5,"HIGH"
"CU13653","MIQUEL","CHERRY","NY","NorthEast","M","Administrative Assistant","No",53,0,60108,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,550,0,1,0,600,1,550,25827,"HIGH"
"CU7701","HUNTER","HURLEY","NY","NorthEast","M","Programmer/Developer","No",22,0,67076,3,1,0,3,"SINGLE",0,750,96,53.03,159,15,0,2,0,3,1000,1,0,14469,"MEDIUM"
"CU4371","LILLY","GRADY","MS","South","F","IT Staff","No",46,1,63268,1,1,1,2,"MARRIED",0,9200,25,54.43,8284,4,6000,5,1,2,500,8,3000,24417,"HIGH"
"CU13390","RODERICK","WAGONER","MI","Midwest","M","PROF-27","No",47,0,65955,3,1,1,3,"SINGLE",0,0,25,53.07,0,1,360,1,1,0,2500,1,360,26688.75,"HIGH"
"CU9594","JERRICA","KHAN","CA","West","F","Homemaker","No",53,0,64428,1,1,1,1,"DIVORCED",0,4052,25,53.63,227,18,3341,4,1,1,800,1,1302,29907,"HIGH"
"CU12638","OTTO","HARMON","CA","West","M","PROF-4","No",27,1,59127,3,1,1,3,"MARRIED",0,201,25,53.21,0,11,700,3,1,1,1000,2,700,17981.75,"MEDIUM"
"CU11877","SANFORD","JOSEPH","NY","NorthEast","M","Professor","No",30,0,63363,3,1,1,3,"MARRIED",0,301,25,53.04,377,2,1500,2,1,2,1000,4,1500,24340.75,"HIGH"
"CU8238","ARGENTINA","FLAHERTY","OR","West","F","Author","No",58,0,60740,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,1117,0,1,1,1000,1,1117,29485,"HIGH"
"CU8734","SCARLET","MERRILL","NY","NorthEast","F","Programmer/Developer","No",31,0,63251,5,1,2,5,"MARRIED",0,0,25,53.06,0,0,1400,0,2,1,700,1,1400,31412.75,"VERY HIGH"
"CU6061","LAURENCE","MCCABE","NY","NorthEast","M","Secretary","No",50,1,61083,1,1,1,1,"DIVORCED",50375,5400,25,55.06,57652,16,2235,5,1,4,1000,1,1200,23770.75,"HIGH"
"CU9038","KURTIS","BUNDY","DC","NorthEast","M","Waiter/Waitress","No",68,0,58918,0,1,1,2,"MARRIED",0,0,25,53.07,523,3,1000,1,1,0,800,1,1000,32529.5,"VERY HIGH"
"CU8196","RUBIE","CARON","MI","Midwest","F","Programmer/Developer","No",36,0,73019,1,1,1,1,"DIVORCED",0,0,116,53.07,212,1,1980,1,1,1,1500,1,1980,30354.75,"VERY HIGH"
"CU10447","JIMMIE","CHRISTIE","NY","NorthEast","M","Sales Representative","No",26,1,66575,3,1,1,3,"DIVORCED",0,0,508,53.18,1926,4,2750,3,1,0,1000,3,2750,19743.75,"MEDIUM"
"CU6315","MELLISSA","CAMPBELL","CA","West","F","Waiter/Waitress","No",53,1,73881,1,1,0,4,"WIDOWED",47429,22900,25,55.27,50724,4,0,5,0,5,1300,3,3700,18770.25,"MEDIUM"
"CU5177","ELOIS","WATSON","NY","NorthEast","F","Veterinarian","No",45,1,64610,2,1,2,4,"DIVORCED",5044,8700,222,53.49,6200,2,3000,4,2,4,1800,0,1400,33652.5,"VERY HIGH"
"CU9385","DAVINA","MULLEN","MI","Midwest","F","Construction Laborer","No",30,0,54947,1,1,1,1,"MARRIED",0,500,25,53.58,0,3,945,4,1,2,1500,1,945,25236.75,"HIGH"
"CU12228","MARVIN","PEOPLES","MI","Midwest","M","IT Staff","No",41,1,64244,3,1,1,3,"DIVORCED",0,2500,25,53.49,645,6,2100,4,1,1,1500,4,500,20661,"MEDIUM"
"CU895","KIT","MOFFETT","NY","NorthEast","F","Not specified","No",41,0,60028,1,1,2,1,"DIVORCED",75693,9500,25,55.46,76330,3,4000,5,2,2,800,0,1600,37607,"VERY HIGH"
"CU10473","FLORENCIO","HAINES","DC","NorthEast","M","IT Staff","No",24,1,60249,1,1,1,1,"MARRIED",0,250,25,53.54,409,2,1000,4,1,2,1000,3,1000,20962.25,"MEDIUM"
"CU3742","NOE","HARMON","NY","NorthEast","M","Plumber","No",58,1,69057,3,1,1,3,"DIVORCED",6919,1801,6021,54.58,21260,5,2500,5,1,5,1400,3,2500,23564.25,"HIGH"
"CU4470","DARYL","NORWOOD","MI","Midwest","M","Construction Laborer","No",33,1,65217,0,1,0,2,"SINGLE",0,2850,637,53.01,1213,4,0,2,0,1,900,3,750,15604.25,"MEDIUM"
"CU1228","ZACHERY","CHILDRESS","NY","NorthEast","M","Administrative Assistant","No",39,1,64714,0,1,0,2,"SINGLE",0,0,25,53.06,502,0,0,0,0,1,600,0,0,16078.5,"MEDIUM"
"CU6620","NATISHA","HENRY","NY","NorthEast","F","PROF-5","No",51,0,61725,1,1,1,1,"DIVORCED",0,0,3907,53.28,6320,3,3000,3,1,1,900,2,3000,29031.25,"HIGH"
"CU14833","ERICH","LAND","CA","West","M","Waiter/Waitress","No",23,1,60405,3,1,1,3,"SINGLE",0,401,89,53.05,103,11,600,2,1,2,1000,1,600,17901.25,"MEDIUM"
"CU7107","ISRAEL","BRANCH","CA","West","M","Nurse","No",63,1,67617,0,1,0,2,"SINGLE",0,0,25,53.11,1457,1,0,2,0,0,900,1,0,19204.25,"MEDIUM"
"CU1861","DELORA","BEGAY","CA","West","F","IT Staff","No",56,1,67415,6,1,1,4,"WIDOWED",0,4001,5824,52.91,7784,2,6000,2,1,4,5000,2,6000,17453.75,"MEDIUM"
"CU11260","CHARLIE","STEWARD","NY","NorthEast","M","Programmer/Developer","No",23,0,59140,3,1,0,3,"SINGLE",0,0,222,53.25,292,18,0,3,0,1,1000,6,0,12585,"LOW"
"CU11693","JANYCE","HUNTLEY","NY","NorthEast","F","Truck Driver","No",31,0,67598,5,1,1,5,"DIVORCED",0,1600,25,52.97,3271,3,2700,2,1,3,2500,4,2700,22499.5,"HIGH"
"CU11143","BUSTER","BEATY","NY","NorthEast","M","Programmer/Developer","No",23,0,63463,3,1,1,3,"MARRIED",0,251,801,53.29,809,14,1200,3,1,2,1000,1,1200,23665.75,"HIGH"
"CU10505","JEFFREY","LESLIE","MI","Midwest","M","Programmer/Developer","No",27,0,67794,3,1,0,3,"SINGLE",0,250,25,53.02,142,11,0,2,0,2,1000,1,0,15148.5,"MEDIUM"
"CU11355","KENETH","RADFORD","NY","NorthEast","M","First-line Manager","No",32,0,72509,2,1,1,2,"DIVORCED",0,0,25,53.06,0,0,2500,0,1,0,1500,1,2500,28327.25,"HIGH"
"CU14664","SASHA","MOSHER","NY","NorthEast","F","PROF-54","No",28,0,50175,1,1,1,1,"DIVORCED",0,3000,542,53.42,1416,1,2000,4,1,1,2500,1,1000,23843.75,"HIGH"
"CU13245","MAEGAN","GROVE","MI","Midwest","F","PROF-14","No",31,1,60692,1,1,1,1,"DIVORCED",0,1600,1476,53.61,1499,3,3000,4,1,3,1000,1,300,21773,"MEDIUM"
"CU12107","CHANG","VALENTIN","MI","Midwest","M","Sales Representative","No",27,0,61515,3,0,0,3,"SINGLE",0,0,25,53.07,0,0,0,1,0,0,1000,4,0,13578.75,"LOW"
"CU9138","MAGALI","COVINGTON","CA","West","F","Administrator","No",51,1,67015,4,1,1,4,"DIVORCED",0,0,25,53.12,206,6,2500,2,1,1,800,1,2500,20853.75,"MEDIUM"
"CU5676","JOESPH","KESSLER","CA","West","M","Administrative Assistant","No",63,1,72385,2,1,0,2,"DIVORCED",88499,10200,25,58.75,105507,2,0,6,0,6,1400,0,1600,16396.25,"MEDIUM"
"CU3921","HARVEY","LAU","CA","West","M","PROF-40","No",43,0,61460,1,1,1,1,"MARRIED",0,0,25,53.11,777,7,1000,2,1,1,500,3,1000,28165,"HIGH"
"CU6825","TAD","OGDEN","NY","NorthEast","M","Administrative Assistant","No",49,1,65742,0,1,0,2,"SINGLE",0,2520,673,53.09,1229,2,0,1,0,1,600,1,720,17335.5,"MEDIUM"
"CU6641","RYAN","MCKINNEY","NY","NorthEast","M","Administrative Assistant","No",24,0,67907,0,1,1,2,"SINGLE",0,0,25,53.06,504,0,200,0,1,0,900,1,200,30376.75,"VERY HIGH"
"CU10597","CODI","BLANCHARD","NV","Southwest","F","IT Staff","No",34,1,60151,1,1,1,1,"DIVORCED",0,1200,25,53.99,3503,4,2000,5,1,3,1000,1,2000,21937.75,"MEDIUM"
"CU6928","VIOLETTE","CHRISTIANSEN","MS","South","F","PROF-13","No",36,1,58069,1,1,1,2,"DIVORCED",0,0,188,52.98,700,3,2500,2,1,1,1500,1,2500,22117.25,"HIGH"
"CU12331","AL","FRANK","WA","West","M","Programmer/Developer","No",21,0,75415,3,1,0,3,"SINGLE",0,250,25,53.06,257,0,0,0,0,2,1500,4,0,16453.75,"MEDIUM"
"CU544","BRET","SHULTZ","MI","Midwest","M","Administrative Assistant","No",0,0,70097,0,1,0,2,"SINGLE",0,0,25,53.06,503,0,0,0,0,0,1500,0,0,0,"LOW"
"CU3569","DESMOND","HANKS","CA","West","M","Not specified","No",47,0,69003,1,1,1,1,"DIVORCED",0,6484,4366,53.54,5304,3,2000,4,1,4,1000,3,2934,30450.75,"VERY HIGH"
"CU4828","CLARISA","OROURKE","NY","NorthEast","F","Veterinarian","No",47,0,61914,1,1,1,1,"MARRIED",0,2350,8872,53.35,9592,2,1300,3,1,1,1800,3,350,28678.5,"HIGH"
"CU12112","GERALDO","DUGAN","OH","Midwest","M","Veterinarian","No",26,1,62520,3,1,1,3,"SINGLE",0,300,487,53.09,504,18,340,1,1,2,1000,4,340,18730,"MEDIUM"
