"PART_SN","DEFECTIVE","TORQUE_DEVIATION_PSI","OXIDE_CHROMATE_DPI","PAINT_PSI","DRYING_TIME_MIN","SOURCE","AMT_COATING","NOZZLE_PRESS_PSI","PAINT_ROBOT_NUM","EDUCATION_NUM","OPERATOR","EQUIPMENT","HOURS_PER_WEEK","SUPPLIER","SHIFT","GENDER"
1069,"1",99999,1544.73,10073,211,"U.S.",100210,139272,"ROBO_PAINT_22",13,"OBRIEN","ROBO_PAINT_22",60,"SHERWIN_PNT","SWING","MALE"
1070,"0",0,1225.5,50,108,"U.S.",58,141323,"AUTO_PAINT_B",10,"MALAKY","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","MALE"
1071,"0",0,1225.5,50,108,"U.S.",65,276075,"ROBO_PAINT_22",10,"HANNER","ROBO_PAINT_22",40,"SHERWIN_PNT","WEEKEND_B","MALE"
1072,"0",0,1156.49,49,97,"U.S.",88,185099,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1073,"0",0,1156.49,49,97,"U.S.",164,96262,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",40,"INDUSTRIAL_SPPLS","WEEKEND_A","FEMALE"
1074,"1",0,1681.56,56,173,"Taiwan",168,139012,"ROBO_PAINT_22",16,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1075,"0",0,1521.54,54,151,"U.S.",165,287320,"ROBO_PAINT_14",14,"RAMIREZ","ROBO_PAINT_14",40,"BEST_PAINT","3RD_SHIFT","MALE"
1076,"0",0,1156.45,45,87,"U.S.",47,417668,"AUTO_PAINT_B",9,"SCHILLER","AUTO_PAINT_B",36,"BEST_PAINT","1ST_SHIFT","MALE"
1077,"0",0,1444.2,20,25,"U.S.",143,215468,"AUTO_PAINT_C",13,"JOHNSKY","AUTO_PAINT_C",7,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","FEMALE"
1078,"0",0,1225.45,45,95,"U.S.",138,171328,"AUTO_PAINT_C",10,"HANNER","AUTO_PAINT_C",35,"CARTER","3RD_SHIFT","FEMALE"
1079,"0",0,1156.49,49,97,"U.S.",50,167615,"AUTO_PAINT_C",9,"OBRIEN","AUTO_PAINT_C",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1080,"0",0,1156.39,39,73,"U.S.",77,289984,"AUTO_PAINT_C",9,"RIVERS","AUTO_PAINT_C",30,"ACME_INC","1ST_SHIFT","FEMALE"
1081,"0",0,1156.49,49,97,"U.S.",86,177154,"ROBO_PAINT_22",9,"MALAKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1082,"1",0,1225.5,50,108,"U.S.",113,117409,"ROBO_PAINT_22",10,"BRADY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1083,"0",0,729.42,42,22,"Port.",29,348430,"AUTO_PAINT_C",2,"CHRISTIAN","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","MALE"
1084,"0",5013,846.5,550,49,"U.S.",5069,98809,"ROBO_PAINT_6",4,"JOHNSKY","ROBO_PAINT_6",45,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
1085,"1",0,1225.7,70,162,"U.S.",115,156926,"ROBO_PAINT_22",10,"BRADY","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
1086,"0",6849,1451.38,738,140,"U.S.",6940,38309,"AUTO_PAINT_B",13,"RAMIREZ","AUTO_PAINT_B",40,"BEST_PAINT","WEEKEND_A","MALE"
1087,"1",0,1444.58,58,158,"U.S.",94,175738,"ROBO_PAINT_14",13,"BRADY","ROBO_PAINT_14",45,"BEST_PAINT","1ST_SHIFT","FEMALE"
1088,"0",0,1369.72,72,194,"U.S.",99,355856,"ROBO_PAINT_22",12,"OBRIEN","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
1089,"1",27828,1549.37,2837,151,"U.S.",27993,304857,"ROBO_PAINT_14",14,"LOPEZ","ROBO_PAINT_14",40,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","MALE"
1090,"0",0,1156.49,49,97,"?",99,261497,"ROBO_PAINT_22",9,"SCHILLER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1091,"0",0,1156.59,59,122,"U.S.",61,193898,"ROBO_PAINT_14",9,"CHRISTIAN","ROBO_PAINT_14",50,"ACME_INC","1ST_SHIFT","MALE"
1092,"0",0,1444.53,53,140,"U.S.",101,120461,"ROBO_PAINT_14",13,"BRADY","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1093,"0",0,1156.49,49,97,"U.S.",72,207400,"AUTO_PAINT_C",9,"JOHNSKY","AUTO_PAINT_C",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1094,"1",0,1225.5,50,108,"U.S.",75,129707,"ROBO_PAINT_22",10,"OBRIEN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1095,"0",0,1444.53,53,140,"U.S.",111,94235,"AUTO_PAINT_C",13,"CHRISTIAN","AUTO_PAINT_C",40,"BEST_PAINT","1ST_SHIFT","MALE"
1096,"1",0,1156.49,49,97,"U.S.",92,287306,"ROBO_PAINT_22",9,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1097,"0",401,1156.69,69,49,"U.S.",574,145329,"ROBO_PAINT_14",9,"JOHNSKY","ROBO_PAINT_14",20,"BEST_PAINT","2ND_SHIFT","MALE"
1098,"0",0,1024.47,47,76,"U.S.",86,159726,"AUTO_PAINT_C",7,"SCHILLER","AUTO_PAINT_C",40,"ACME_INC","3RD_SHIFT","MALE"
1099,"0",0,1225.45,45,95,"U.S.",90,173804,"ROBO_PAINT_14",10,"OBRIEN","ROBO_PAINT_14",35,"BEST_PAINT","1ST_SHIFT","FEMALE"
1100,"0",0,1444.63,63,176,"U.S.",159,315998,"ROBO_PAINT_22",13,"BRADY","ROBO_PAINT_22",50,"SHERWIN_PNT","SWING","MALE"
1101,"0",0,1444.78,78,228,"U.S.",98,154120,"ROBO_PAINT_14",13,"OBRIEN","ROBO_PAINT_14",65,"BEST_PAINT","1ST_SHIFT","MALE"
1102,"1",7298,1232.8,780,108,"U.S.",7426,137815,"ROBO_PAINT_22",10,"HANNER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1103,"1",0,1444.43,43,105,"U.S.",114,99357,"ROBO_PAINT_6",13,"BRADY","ROBO_PAINT_6",30,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
1104,"0",0,1225.18,18,22,"U.S.",73,19793,"AUTO_PAINT_C",10,"?","AUTO_PAINT_C",8,"ACME_INC","?","FEMALE"
1105,"0",0,1156.47,47,92,"U.S.",74,288840,"AUTO_PAINT_C",9,"MALAKY","AUTO_PAINT_C",38,"CARTER","1ST_SHIFT","FEMALE"
1106,"0",0,961.46,46,65,"U.S.",81,21698,"AUTO_PAINT_C",6,"MALAKY","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
1107,"0",0,1156.44,44,85,"U.S.",122,182388,"ROBO_PAINT_6",9,"MALAKY","ROBO_PAINT_6",35,"SHERWIN_PNT","3RD_SHIFT","FEMALE"
1108,"0",0,1296.37,37,77,"U.S.",91,236818,"AUTO_PAINT_C",11,"RAMIREZ","AUTO_PAINT_C",26,"BEST_PAINT","1ST_SHIFT","FEMALE"
1109,"0",0,1156.54,54,109,"U.S.",110,236913,"ROBO_PAINT_14",9,"MALAKY","ROBO_PAINT_14",45,"INDUSTRIAL_SPPLS","1ST_SHIFT","FEMALE"
1110,"0",0,1024.52,52,85,"U.S.",42,289886,"ROBO_PAINT_14",7,"MALAKY","ROBO_PAINT_14",45,"BEST_PAINT","3RD_SHIFT","MALE"
1111,"0",0,1156.49,49,97,"U.S.",83,69481,"ROBO_PAINT_14",9,"JOHNSKY","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","MALE"
1112,"1",0,1296.67,67,166,"U.S.",132,183486,"AUTO_PAINT_C",11,"RAMIREZ","AUTO_PAINT_C",56,"ACME_INC","WEEKEND_A","FEMALE"
1113,"1",4386,1160.93,493,109,"U.S.",4494,449354,"ROBO_PAINT_22",9,"HANNER","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
1114,"0",0,1156.69,69,146,"U.S.",79,140854,"ROBO_PAINT_14",9,"BECKETTON","ROBO_PAINT_14",60,"BEST_PAINT","SWING","MALE"
1115,"0",0,1225.5,50,108,"Phil.",85,293703,"ROBO_PAINT_22",10,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1116,"0",0,1296.41,41,89,"U.S.",58,232577,"AUTO_PAINT_B",11,"LOPEZ","AUTO_PAINT_B",30,"BEST_PAINT","1ST_SHIFT","FEMALE"
1117,"1",0,1444.58,58,158,"U.S.",85,178140,"ROBO_PAINT_22",13,"MALAKY","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
1118,"1",0,1156.49,49,97,"U.S.",115,137253,"AUTO_PAINT_C",9,"RAMIREZ","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
1119,"1",0,1444.63,63,176,"?",143,116358,"ROBO_PAINT_22",13,"OBRIEN","ROBO_PAINT_22",50,"SHERWIN_PNT","SWING","MALE"
2181,"0",0,961.26,26,32,"U.S.",26,108402,"AUTO_PAINT_B",6,"OBRIEN","AUTO_PAINT_B",20,"BEST_PAINT","1ST_SHIFT","FEMALE"
2182,"0",0,1521.59,59,170,"U.S.",133,314310,"ROBO_PAINT_22",14,"RAMIREZ","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
2183,"1",0,1156.54,54,109,"U.S.",81,142573,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",45,"SHERWIN_PNT","3RD_SHIFT","MALE"
2184,"0",0,1156.49,49,97,"U.S.",65,214881,"ROBO_PAINT_14",9,"BRADY","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
2185,"0",0,1156.49,49,97,"U.S.",77,202729,"ROBO_PAINT_22",9,"BARGER","ROBO_PAINT_22",40,"SHERWIN_PNT","3RD_SHIFT","MALE"
2186,"1",0,1444.61,61,168,"U.S.",111,206297,"ROBO_PAINT_22",13,"BRADY","ROBO_PAINT_22",48,"SHERWIN_PNT","1ST_SHIFT","MALE"
2187,"1",0,1156.49,49,97,"U.S.",88,336880,"ROBO_PAINT_22",9,"JOHNSKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
2188,"1",7688,1529.38,838,208,"U.S.",7807,134737,"ROBO_PAINT_22",14,"RAMIREZ","ROBO_PAINT_22",55,"SHERWIN_PNT","1ST_SHIFT","MALE"
2189,"0",0,1156.54,54,109,"U.S.",79,214896,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",45,"ACME_INC","1ST_SHIFT","FEMALE"
2190,"0",0,1024.15,15,15,"U.S.",30,216137,"AUTO_PAINT_B",7,"OBRIEN","AUTO_PAINT_B",8,"BEST_PAINT","1ST_SHIFT","FEMALE"
2191,"0",0,1089.48,48,86,"U.S.",122,199495,"ROBO_PAINT_22",8,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","WEEKEND_A","MALE"
2192,"0",0,1444.43,43,105,"U.S.",78,424494,"ROBO_PAINT_22",13,"RAMIREZ","ROBO_PAINT_22",30,"SHERWIN_PNT","1ST_SHIFT","MALE"
2193,"0",0,1024.32,32,47,"Guatem.",72,132633,"AUTO_PAINT_C",7,"RIVERS","AUTO_PAINT_C",25,"ACME_INC","1ST_SHIFT","FEMALE"
2194,"0",0,1156.53,53,107,"U.S.",79,58343,"ROBO_PAINT_22",9,"OBRIEN","ROBO_PAINT_22",44,"SHERWIN_PNT","1ST_SHIFT","MALE"
2195,"0",0,1225.5,50,108,"U.S.",105,70240,"AUTO_PAINT_C",10,"BRADY","AUTO_PAINT_C",40,"ACME_INC","WEEKEND_B","FEMALE"
2196,"1",0,1681.76,76,259,"U.S.",236,91384,"ROBO_PAINT_22",16,"RAMIREZ","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
2197,"0",0,1521.64,64,189,"U.S.",116,162623,"ROBO_PAINT_14",14,"RAMIREZ","ROBO_PAINT_14",50,"BEST_PAINT","3RD_SHIFT","FEMALE"
2198,"0",0,1156.5,50,100,"China",74,163003,"ROBO_PAINT_14",9,"?","ROBO_PAINT_14",41,"ACME_INC","?","FEMALE"
2199,"1",7298,1163.87,787,117,"U.S.",7386,33355,"ROBO_PAINT_22",9,"BECKETTON","ROBO_PAINT_22",48,"SHERWIN_PNT","1ST_SHIFT","MALE"
2200,"0",0,1225.5,50,108,"U.S.",58,241951,"ROBO_PAINT_14",10,"RAMIREZ","ROBO_PAINT_14",40,"BEST_PAINT","WEEKEND_A","MALE"
2201,"0",0,1156.53,53,107,"U.S.",83,150566,"ROBO_PAINT_14",9,"CHRISTIAN","ROBO_PAINT_14",44,"AHERN_PAINT_SUPPLIES","WEEKEND_A","MALE"
2202,"0",0,1156.65,65,136,"U.S.",79,72338,"AUTO_PAINT_B",9,"BREUSKI","AUTO_PAINT_B",56,"ACME_INC","3RD_SHIFT","MALE"
2203,"1",0,1225.5,50,108,"U.S.",70,297735,"ROBO_PAINT_22",10,"JOHNSKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
2204,"0",0,1225.5,50,108,"U.S.",120,186539,"ROBO_PAINT_22",10,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
2205,"0",0,1156.49,49,97,"Poland",92,149102,"ROBO_PAINT_14",9,"BECKETTON","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
2206,"1",0,1521.59,59,170,"U.S.",147,211450,"ROBO_PAINT_14",14,"BRADY","ROBO_PAINT_14",45,"BEST_PAINT","1ST_SHIFT","MALE"
2207,"1",0,1156.49,49,97,"U.S.",65,47429,"ROBO_PAINT_6",9,"HANNER","ROBO_PAINT_6",40,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
2208,"0",0,1444.63,63,176,"U.S.",91,356089,"AUTO_PAINT_A",13,"RAMIREZ","AUTO_PAINT_A",50,"BEST_PAINT","3RD_SHIFT","MALE"
2209,"0",0,961.46,46,65,"U.S.",95,175777,"ROBO_PAINT_14",6,"JOHNSKY","ROBO_PAINT_14",40,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","MALE"
2210,"0",0,1156.49,49,97,"India",137,124242,"ROBO_PAINT_22",9,"BARGER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
2211,"0",0,1225.5,50,108,"Mexico",60,211345,"AUTO_PAINT_B",10,"MALAKY","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
2212,"0",0,1444.53,53,140,"?",150,170850,"ROBO_PAINT_14",13,"JOHNSKY","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","MALE"
2213,"0",0,1225.5,50,108,"U.S.",60,159567,"ROBO_PAINT_22",10,"JOHNSKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1583,"0",0,1600.55,55,162,"U.S.",169,132563,"AUTO_PAINT_C",15,"RAMIREZ","AUTO_PAINT_C",40,"ACME_INC","3RD_SHIFT","FEMALE"
1584,"0",0,1156.49,49,97,"U.S.",137,128831,"ROBO_PAINT_22",9,"JOHNSKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1585,"0",0,1225.75,75,176,"U.S.",65,196805,"ROBO_PAINT_22",10,"BECKETTON","ROBO_PAINT_22",65,"SHERWIN_PNT","1ST_SHIFT","MALE"
1586,"0",0,676.37,37,10,"Mexico",6,243368,"ROBO_PAINT_14",1,"BREUSKI","ROBO_PAINT_14",36,"BEST_PAINT","1ST_SHIFT","MALE"
1587,"0",0,1156.54,54,109,"U.S.",70,125457,"ROBO_PAINT_14",9,"CHRISTIAN","ROBO_PAINT_14",45,"BEST_PAINT","1ST_SHIFT","MALE"
1588,"0",0,1225.55,55,122,"U.S.",115,95636,"ROBO_PAINT_14",10,"SCHILLER","ROBO_PAINT_14",45,"ACME_INC","1ST_SHIFT","MALE"
1589,"0",0,1296.49,49,113,"U.S.",99,376455,"ROBO_PAINT_14",11,"CHRISTIAN","ROBO_PAINT_14",38,"ACME_INC","1ST_SHIFT","MALE"
1590,"0",0,1156.49,49,97,"U.S.",63,109001,"ROBO_PAINT_14",9,"CHRISTIAN","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
1591,"0",0,1225.5,50,108,"U.S.",160,239450,"ROBO_PAINT_22",10,"OBRIEN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1592,"0",0,1296.46,46,104,"Colum.",135,165134,"AUTO_PAINT_C",11,"BRADY","AUTO_PAINT_C",35,"BEST_PAINT","1ST_SHIFT","FEMALE"
1593,"1",0,1444.61,61,168,"England",91,410450,"AUTO_PAINT_C",13,"MALAKY","AUTO_PAINT_C",48,"ACME_INC","1ST_SHIFT","FEMALE"
1594,"0",0,1156.39,39,73,"U.S.",79,217893,"ROBO_PAINT_14",9,"OBRIEN","ROBO_PAINT_14",30,"ACME_INC","1ST_SHIFT","FEMALE"
1595,"0",0,1024.47,47,76,"U.S.",39,148187,"AUTO_PAINT_A",7,"MALAKY","AUTO_PAINT_A",40,"BEST_PAINT","1ST_SHIFT","MALE"
1596,"0",0,1156.49,49,97,"U.S.",47,234108,"ROBO_PAINT_14",9,"OBRIEN","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","MALE"
1597,"0",0,1156.49,49,97,"U.S.",126,110257,"ROBO_PAINT_22",9,"HANNER","ROBO_PAINT_22",40,"SHERWIN_PNT","WEEKEND_A","MALE"
1598,"1",0,1225.45,45,95,"U.S.",185,167537,"ROBO_PAINT_22",10,"BRADY","ROBO_PAINT_22",35,"SHERWIN_PNT","SWING","MALE"
1599,"0",0,1156.69,69,146,"Mexico",81,248445,"AUTO_PAINT_A",9,"BECKETTON","AUTO_PAINT_A",60,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","MALE"
1600,"0",0,1156.41,41,78,"U.S.",72,128714,"AUTO_PAINT_B",9,"MALAKY","AUTO_PAINT_B",32,"BEST_PAINT","WEEKEND_B","FEMALE"
1601,"1",15024,1615.57,1557,162,"U.S.",15204,54190,"ROBO_PAINT_22",15,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","SWING","MALE"
1602,"0",0,1369.72,72,194,"Colum.",150,116287,"ROBO_PAINT_22",12,"HANNER","ROBO_PAINT_22",60,"SHERWIN_PNT","1ST_SHIFT","MALE"
1603,"1",0,1681.46,46,130,"U.S.",160,247469,"ROBO_PAINT_6",16,"RAMIREZ","ROBO_PAINT_6",30,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
1604,"1",0,1521.59,59,170,"U.S.",119,36385,"ROBO_PAINT_22",14,"RAMIREZ","ROBO_PAINT_22",45,"SHERWIN_PNT","1ST_SHIFT","MALE"
1605,"0",0,1156.29,29,49,"England",133,199240,"ROBO_PAINT_14",9,"RAMIREZ","ROBO_PAINT_14",20,"ACME_INC","2ND_SHIFT","MALE"
1606,"1",0,1225.5,50,108,"Phil.",133,173093,"ROBO_PAINT_6",10,"BRADY","ROBO_PAINT_6",40,"SHERWIN_PNT","WEEKEND_B","FEMALE"
1607,"1",25236,1706.85,2585,194,"U.S.",25472,398626,"AUTO_PAINT_C",16,"RAMIREZ","AUTO_PAINT_C",45,"ACME_INC","WEEKEND_A","MALE"
1608,"0",0,1444.53,53,140,"U.S.",159,99179,"ROBO_PAINT_14",13,"RAMIREZ","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1609,"0",0,1444.53,53,140,"U.S.",88,261375,"AUTO_PAINT_B",13,"HANNER","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1610,"0",0,1156.49,49,97,"U.S.",50,113550,"AUTO_PAINT_B",9,"HANNER","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1611,"1",99999,1544.53,10053,140,"U.S.",100223,323016,"ROBO_PAINT_22",13,"?","ROBO_PAINT_22",40,"SHERWIN_PNT","?","MALE"
1612,"1",15024,1311.53,1553,119,"U.S.",15184,89922,"ROBO_PAINT_22",11,"BRADY","ROBO_PAINT_22",40,"SHERWIN_PNT","SWING","MALE"
1613,"1",0,841.54,54,54,"Canada",38,100295,"ROBO_PAINT_6",4,"JOHNSKY","ROBO_PAINT_6",50,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
1614,"0",0,1156.29,29,49,"U.S.",169,213349,"ROBO_PAINT_22",9,"BREUSKI","ROBO_PAINT_22",20,"SHERWIN_PNT","2ND_SHIFT","MALE"
1615,"0",0,1024.47,47,76,"India",54,137367,"ROBO_PAINT_14",7,"SCHILLER","ROBO_PAINT_14",40,"CARTER","1ST_SHIFT","MALE"
1616,"0",0,1156.49,49,97,"U.S.",133,24384,"ROBO_PAINT_14",9,"RIVERS","ROBO_PAINT_14",40,"INDUSTRIAL_SPPLS","1ST_SHIFT","FEMALE"
1617,"0",0,1156.49,49,97,"U.S.",74,147921,"AUTO_PAINT_C",9,"MALAKY","AUTO_PAINT_C",40,"INDUSTRIAL_SPPLS","3RD_SHIFT","FEMALE"
1618,"0",0,1444.61,61,168,"Phil.",130,287983,"ROBO_PAINT_14",13,"LOPEZ","ROBO_PAINT_14",48,"BEST_PAINT","1ST_SHIFT","FEMALE"
1619,"0",0,1444.78,78,228,"U.S.",137,79036,"ROBO_PAINT_22",13,"BREUSKI","ROBO_PAINT_22",65,"SHERWIN_PNT","2ND_SHIFT","MALE"
1620,"0",0,1156.44,44,85,"U.S.",45,142233,"ROBO_PAINT_14",9,"OBRIEN","ROBO_PAINT_14",35,"BEST_PAINT","1ST_SHIFT","FEMALE"
1621,"0",0,1444.48,48,123,"U.S.",85,150226,"AUTO_PAINT_B",13,"RAMIREZ","AUTO_PAINT_B",35,"BEST_PAINT","3RD_SHIFT","FEMALE"
1622,"0",0,1156.49,49,97,"U.S.",106,285200,"ROBO_PAINT_22",9,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1623,"0",0,1225.26,26,43,"U.S.",48,243960,"AUTO_PAINT_B",10,"OBRIEN","AUTO_PAINT_B",16,"BEST_PAINT","3RD_SHIFT","FEMALE"
1624,"0",0,1156.49,49,97,"U.S.",65,178272,"ROBO_PAINT_22",9,"BARGER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1625,"0",0,1156.49,49,97,"U.S.",117,273514,"ROBO_PAINT_14",9,"CHRISTIAN","ROBO_PAINT_14",40,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","MALE"
1626,"1",0,1225.5,50,108,"U.S.",70,192384,"ROBO_PAINT_22",10,"SCHILLER","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1627,"0",0,1156.59,59,122,"U.S.",90,33274,"ROBO_PAINT_14",9,"MALAKY","ROBO_PAINT_14",50,"ACME_INC","3RD_SHIFT","FEMALE"
1628,"0",0,1225.75,75,176,"U.S.",85,279015,"ROBO_PAINT_14",10,"OBRIEN","ROBO_PAINT_14",65,"BEST_PAINT","1ST_SHIFT","MALE"
1629,"1",14084,1239.78,1478,162,"U.S.",14232,140569,"ROBO_PAINT_14",10,"OBRIEN","ROBO_PAINT_14",60,"AHERN_PAINT_SUPPLIES","1ST_SHIFT","MALE"
1630,"0",0,1444.63,63,176,"U.S.",81,122075,"ROBO_PAINT_14",13,"BRADY","ROBO_PAINT_14",50,"BEST_PAINT","1ST_SHIFT","MALE"
1631,"1",0,1225.5,50,108,"U.S.",103,188615,"ROBO_PAINT_22",10,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1632,"1",0,1600.55,55,162,"U.S.",150,188291,"ROBO_PAINT_22",15,"RAMIREZ","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1633,"1",0,1156.39,39,73,"U.S.",133,182460,"ROBO_PAINT_22",9,"BRADY","ROBO_PAINT_22",30,"SHERWIN_PNT","1ST_SHIFT","MALE"
1634,"1",0,1521.64,64,189,"U.S.",161,155489,"ROBO_PAINT_22",14,"BRADY","ROBO_PAINT_22",50,"SHERWIN_PNT","1ST_SHIFT","MALE"
1635,"0",0,1156.33,33,58,"U.S.",43,84747,"AUTO_PAINT_B",9,"OBRIEN","AUTO_PAINT_B",24,"BEST_PAINT","1ST_SHIFT","FEMALE"
1636,"0",0,1156.49,49,97,"U.S.",92,121130,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1637,"0",0,1444.53,53,140,"U.S.",94,194197,"AUTO_PAINT_B",13,"BRADY","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","MALE"
1638,"0",0,1156.57,57,117,"U.S.",56,143267,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",48,"BEST_PAINT","1ST_SHIFT","FEMALE"
1639,"0",0,1156.49,49,97,"U.S.",83,83375,"ROBO_PAINT_14",9,"BREUSKI","ROBO_PAINT_14",40,"ACME_INC","1ST_SHIFT","MALE"
1640,"0",0,961.46,46,65,"U.S.",66,205051,"AUTO_PAINT_C",6,"HANNER","AUTO_PAINT_C",40,"ACME_INC","1ST_SHIFT","FEMALE"
1641,"0",0,1156.69,69,146,"U.S.",50,335453,"ROBO_PAINT_14",9,"HANNER","ROBO_PAINT_14",60,"BEST_PAINT","1ST_SHIFT","FEMALE"
1642,"0",0,1156.49,49,97,"U.S.",59,192262,"ROBO_PAINT_22",9,"MALAKY","ROBO_PAINT_22",40,"SHERWIN_PNT","1ST_SHIFT","MALE"
1643,"0",0,1156.49,49,97,"U.S.",97,133060,"ROBO_PAINT_22",9,"CHRISTIAN","ROBO_PAINT_22",40,"SHERWIN_PNT","SWING","MALE"
1644,"0",0,1444.37,37,84,"Outl-US",140,96421,"AUTO_PAINT_C",13,"RAMIREZ","AUTO_PAINT_C",24,"ACME_INC","1ST_SHIFT","FEMALE"
1645,"1",0,1521.56,56,159,"?",238,202699,"ROBO_PAINT_22",14,"RAMIREZ","ROBO_PAINT_22",42,"SHERWIN_PNT","WEEKEND_A","MALE"
1646,"0",2346,1158.59,259,36,"U.S.",2515,242108,"ROBO_PAINT_14",9,"OBRIEN","ROBO_PAINT_14",15,"ACME_INC","2ND_SHIFT","MALE"
1647,"0",0,1225.5,50,108,"U.S.",58,137994,"AUTO_PAINT_B",10,"JOHNSKY","AUTO_PAINT_B",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1648,"1",0,1444.53,53,140,"U.S.",117,166988,"ROBO_PAINT_6",13,"RAMIREZ","ROBO_PAINT_6",40,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
1649,"0",0,1296.51,51,119,"U.S.",116,142424,"ROBO_PAINT_14",11,"HANNER","ROBO_PAINT_14",40,"BEST_PAINT","1ST_SHIFT","FEMALE"
1650,"0",0,1156.49,49,97,"U.S.",74,267404,"ROBO_PAINT_6",9,"CHRISTIAN","ROBO_PAINT_6",40,"SHERWIN_PNT","1ST_SHIFT","FEMALE"
